Metabolite ID	Metabolite name	Formula	Compartment
gln__L_c	L-glutamine zwitterion	C5H10N2O3	c
psi150_c	phosphatidylserine (diisopentadecanoyl, iso-C15:0)	C36H69N1O10P1	c
tpalm2eACP_c	trans-Hexadec-2-enoyl-[acyl-carrier protein]	C27H49N2O8PRS	c
C06567_c	Penicilloic	C8H13N2O4SR	c
C16663_c	Tryparedoxin		c
udpg_c	UDPglucose	C15H22N2O17P2	c
igam_c	1D-myo-inositol 2-deoxy-D-glucopyranoside	C12H24NO10	c
iC10ACP_c	Isodecanoyl-ACP (iso-C10:0ACP)	C21H39N2O8PRS	c
12dgrai150_c	1,2-Diacyl-sn-glycerol (diante-isopentadecanoyl, ante-iso-C15:0)	C33H64O5	c
C15973_c	Enzyme	C8H16NOS2R	c
3hiC12ACP_c	(R)-3-Hydroxyisododecanoyl-[acyl-carrier protein]	C23H43N2O9PRS	c
co2_c	CO2	CO2	c
co2_e	CO2	CO2	e
C14852_c	Benzo[a]pyrene-7,8-diol	C20H14O2	c
chtbs_c	N,N'-diacetylchitobiose	C16H28N2O11	c
chtbs_e	N,N'-diacetylchitobiose	C16H28N2O11	e
iC6ACP_c	Isohexanoyl-ACP (iso-C6:0ACP)	C17H31N2O8PRS	c
glx_c	Glyoxylate	C2H1O3	c
g15l_c	D-Glucono-1,5-lactone	C6H10O6	c
salc6p_c	Salicin 6-phosphate	C13H17O10P	c
3amp_e	3'-AMP	C10H12N5O7P	e
pgp140_c	Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)	C34H65O13P2	c
hLkynr_c	3-Hydroxy-L-kynurenine	C10H12N2O4	c
dhea_c	dehydroepiandrosterone	C19H28O2	c
dad_DASH_2_e	Deoxyadenosine	C10H13N5O3	e
dad_DASH_2_c	Deoxyadenosine	C10H13N5O3	c
dmbzid_c	5,6-Dimethylbenzimidazole	C9H10N2	c
C14786_c	(1R,2S)-Naphthalene	C10H8O	c
g3pc_e	sn-Glycero-3-phosphocholine	C8H20NO6P	e
hpyr_c	Hydroxypyruvate	C3H3O4	c
amp_c	AMP	C10H12N5O7P	c
12dgri160_c	1,2-Diacyl-sn-glycerol (diisohexadecanoyl, iso-C16:0)	C35H68O5	c
prfp_c	1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide	C15H21N5O15P2	c
3oxdhscoa_c	3-oxo-5,6-dehydrosuberyl-CoA	C29H39N7O20P3S	c
alltn_e	Allantoin	C4H6N4O3	e
4fe4s_c	[4Fe-4S] iron-sulfur cluster	S4Fe4	c
tagai150_c	Triacylglycerol (triante-isopentadecanoyl, ante-iso-C15:0)	C48H92O6	c
ps140_c	phosphatidylserine (ditetradecanoyl, n-C14:0)	C34H65N1O10P1	c
2cpr5p_c	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	C12H13NO9P	c
tiC182eACP_c	trans-isooctadec-2-enoyl-[acyl-carrier protein]	C29H53N2O8PRS	c
mmtsa_c	(S)-Methylmalonate semialdehyde	C4H5O3	c
dump_e	dUMP	C9H11N2O8P	e
3ohexACPcda_c	3-Oxohexanoyl-[acyl-carrier protein]	C17H29N2O9PRS	c
thym_c	Thymine	C5H6N2O2	c
pgp141_c	Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)	C34H61O13P2	c
succ_c	Succinate	C4H4O4	c
succ_e	Succinate	C4H4O4	e
ahcys_c	S-Adenosyl-L-homocysteine	C14H20N6O5S	c
3oocoa_c	3-Oxooctanoyl-CoA	C29H44N7O18P3S	c
man_e	D-Mannose	C6H12O6	e
histrna_c	L-Histidyl-tRNA(His)	C6H8N3OR	c
3haiC13ACP_c	(R)-3-Hydroxyante-isotridecanoyl-[acyl-carrier protein]	C24H45N2O9PRS	c
man_c	D-Mannose	C6H12O6	c
ps180_c	phosphatidylserine (dioctadecanoyl, n-C18:0)	C42H81N1O10P1	c
idon_DASH_L_c	L-Idonate	C6H11O7	c
CDA_c	calcium-dependent antibiotics 2b	C67H75N14O29P	c
od2coa_c	trans-Octadec-2-enoyl-CoA	C39H64N7O17P3S	c
pgi180_c	Phosphatidylglycerol (diisooctadecanoyl, iso-C18:0)	C42H82O10P1	c
nadph_c	Nicotinamide adenine dinucleotide phosphate - reduced	C21H26N7O17P3	c
3hhdcoa_c	(S)-3-Hydroxyhexadecanoyl-CoA	C37H62N7O18P3S	c
butACP_c	Butyryl-ACP (n-C4:0ACP)	C15H27N2O8PRS	c
hxcoa_c	Hexanoyl-CoA (n-C6:0CoA)	C27H42N7O17P3S	c
k_c	potassium	K	c
k_e	potassium	K	e
dcdp_c	dCDP	C9H12N3O10P2	c
no3_e	Nitrate	NO3	e
no3_c	Nitrate	NO3	c
cmusa_c	aminocarboxymuconate semialdehyde	C7H6NO5	c
aicar_c	5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide	C9H13N4O8P	c
C08734_c	Ammelide	C3H4N4O2	c
trnaval_c	tRNA(Val)	R	c
C05796_c	Galactan	(C12H20O11)n	c
3oiC7ACP_c	3-Oxoisoheptanoyl-[acyl-carrier protein]	C18H31N2O9PRS	c
5ddglcn_c	2-Deoxy-5-keto-D-gluconic acid	C6H9O6	c
3htdcoa_c	(S)-3-Hydroxytetradecanoyl-CoA	C35H58N7O18P3S	c
C14859_c	Chloroacetyl	C2H2Cl2O	c
hspmd_c	sym-homospermidinium(3+)	C8H24N3	c
3pg_c	3-Phospho-D-glycerate	C3H4O7P	c
ferrioxamE_e	Ferrioxamine E	C25H45FeN6O8	e
ferrioxamE_c	Ferrioxamine E	C25H45FeN6O8	c
onpthl_c	naphthalene 1,2-oxide	C10H8O	c
dttp_c	dTTP	C10H13N2O14P3	c
C05413_c	all-trans-Phytoene	C40H64	c
psai170_c	phosphatidylserine (diante-isoheptadecanoyl, ante-iso-C17:0)	C40H77N1O10P1	c
sertrna_c	L-Seryl-tRNA(Ser)	C3H6NO2R	c
argsuc_c	N(omega)-(L-Arginino)succinate	C10H17N4O6	c
dhpt_c	Dihydropteroate	C14H13N6O3	c
abt_DASH_D_c	D-Arabinitol	C5H12O5	c
5odhf2a_c	5-Oxo-4,5-dihydrofuran-2-acetate	C6H5O4	c
abt_DASH_D_e	D-Arabinitol	C5H12O5	e
trnaile_c	tRNA(Ile)	R	c
futal_c	futalosine	C19H17N4O7	c
C00599_c	Cholest-4-en-3-one	C27H44O	c
3haiC11ACP_c	(R)-3-Hydroxyante-isoundecanoyl-[acyl-carrier protein]	C22H41N2O9PRS	c
uri_c	Uridine	C9H12N2O6	c
uri_e	Uridine	C9H12N2O6	e
pi141_c	phosphatidylinositol (ditetradec-7-enoyl, n-C14:1)	C37H66O13P1	c
urcan_c	Urocanate	C6H5N2O2	c
iC14ACP_c	Isomyristoyl-ACP (iso-C14:0ACP)	C25H47N2O8PRS	c
34hpp_c	3-(4-Hydroxyphenyl)pyruvate	C9H7O4	c
3hiC6ACP_c	(R)-3-Hydroxyisohexanoyl-[acyl-carrier protein]	C17H31N2O9PRS	c
3ohexACP_c	3-Oxohexanoyl-[acyl-carrier protein]	C17H29N2O9PRS	c
tyr_DASH_L_e	L-Tyrosine	C9H11NO3	e
pgai150_c	Phosphatidylglycerol (diante-isopentadecanoyl, ante-iso-C15:0)	C36H70O10P1	c
tyr_DASH_L_c	L-Tyrosine	C9H11NO3	c
uacgam_c	UDP-N-acetyl-D-glucosamine	C17H25N3O17P2	c
cu2_c	Cu2+	Cu	c
cu2_e	Cu2+	Cu	e
hepdca_c	heptadecanoate (n-C17:0)	C17H33O2	c
6pgc_c	6-Phospho-D-gluconate	C6H10O10P	c
3dhq_c	3-Dehydroquinate	C7H9O6	c
anhgm3p_c	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide	C34H52N6O19	c
dpcoa_c	Dephospho-CoA	C21H33N7O13P2S	c
dtdp_c	dTDP	C10H13N2O11P2	c
iC7ACP_c	Isoheptanoyl-ACP (iso-C7:0ACP)	C18H33N2O8PRS	c
actint1ACPact_c	7,9,12-Octaketide intermediate 1-[acp]	C27H37N2O15PRS	c
pg161_c	Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)	C38H70O10P1	c
palmACP_c	Palmitoyl-ACP (n-C16:0ACP)	C27H51N2O8PRS	c
C00760_c	Cellulose	(C6H10O5)n	c
nicrnt_c	Nicotinate D-ribonucleotide	C11H12NO9P	c
C03360_c	4-Nitrophenyl	C6H6NO6P	c
ibcoa_c	Isobutyryl-CoA	C25H38N7O17P3S	c
C02686_c	Galactosylceramide	C25H46NO8R	c
3hiC9ACP_c	(R)-3-Hydroxyisononanoyl-[acyl-carrier protein]	C20H37N2O9PRS	c
iacgam_c	1D-myo-inositol 2-Acetamido-2-deoxy-D-glucopyranoside	C14H25NO11	c
3oiC13ACP_c	3-Oxoisotridecanoyl-[acyl-carrier protein]	C24H43N2O9PRS	c
sufbcd_DASH_2fe2s2_c	SufBCD with two bound [2Fe-2S] clusters	O2S10Fe4R	c
bwco1gdp_c	tungsten bispterin cofactor mono-guanine dinucleotide	C30H32N15O20P3S4W	c
C04230_c	1-Acyl-sn-glycero-3-phosphocholine	C9H20NO7PR	c
tiC172eACP_c	trans-isoheptadec-2-enoyl-[acyl-carrier protein]	C28H51N2O8PRS	c
pap_c	Adenosine 3',5'-bisphosphate	C10H11N5O10P2	c
gln_DASH_L_e	L-Glutamine	C5H10N2O3	e
apoACPredQ_c	apoprotein [acyl carrier protein] (RED - redQ)	RHO	c
gln_DASH_L_c	L-Glutamine	C5H10N2O3	c
udpgal_c	UDPgalactose	C15H22N2O17P2	c
hxa_c	Hexanoate (n-C6:0)	C6H11O2	c
3ohepdcaACP_c	3-Oxoheptadecanoyl-[acyl-carrier protein]	C28H51N2O9PRS	c
adprib_c	ADPribose	C15H21N5O14P2	c
C03170_c	Trypanothione	C27H47N9O10S2	c
t3c7mrseACP_c	trans-3-cis-7-myristoleoyl-[acyl-carrier protein]	C25H43N2O8PRS	c
acac_c	Acetoacetate	C4H5O3	c
acser_c	O-Acetyl-L-serine	C5H9NO4	c
acser_e	O-Acetyl-L-serine	C5H9NO4	e
pep_c	Phosphoenolpyruvate	C3H2O6P	c
ps160_c	phosphatidylserine (dihexadecanoyl, n-C16:0)	C38H73N1O10P1	c
pg120_c	Phosphatidylglycerol (didodecanoyl, n-C12:0)	C30H58O10P1	c
3hcpalm9eACP_c	(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]	C27H49N2O9PRS	c
ppgpp_c	Guanosine 3',5'-bis(diphosphate)	C10H11N5O17P4	c
2fe1s_c	[2Fe-1S] desulfurated iron-sulfur cluster	SFe2	c
hdcoa_c	Hexadecenoyl-CoA (n-C16:1CoA)	C37H60N7O17P3S	c
glyald_e	D-Glyceraldehyde	C3H6O3	e
glyald_c	D-Glyceraldehyde	C3H6O3	c
opmeACP_c	3-Oxo-pimeloyl-[acyl-carrier protein] methyl ester	C19H31N2O11PRS	c
malt_c	Maltose	C12H22O11	c
malt_e	Maltose	C12H22O11	e
cystrna_c	L-Cysteinyl-tRNA(Cys)	C3H6NOSR	c
C01290_c	beta-D-Galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide	C31H56NO13R	c
ivACP_c	Isovaleryl-ACP (iso-C5:0ACP)	C16H29N2O8PRS	c
taur_e	Taurine	C2H7NO3S	e
taur_c	Taurine	C2H7NO3S	c
dxyl5p_c	1-deoxy-D-xylulose 5-phosphate	C5H9O7P	c
clpnai150_c	cardiolipin (ante-isotetrapentadecanoyl, ante-iso-C15:0)	C69H132O17P2	c
s7p_c	Sedoheptulose 7-phosphate	C7H13O10P	c
pac_c	Phenylacetic acid	C8H7O2	c
3oiC16ACP_c	3-Oxoisohexadecanoyl-[acyl-carrier protein]	C27H49N2O9PRS	c
udcpp_c	Undecaprenyl phosphate	C55H89O4P	c
inost_e	myo-Inositol	C6H12O6	e
fald_c	Formaldehyde	CH2O	c
inost_c	myo-Inositol	C6H12O6	c
mi1p__D_c	1D-myo-inositol 1-phosphate(2-)	C6H11O9P	c
thdp_c	2,3,4,5-Tetrahydrodipicolinate	C7H7NO4	c
4abutn_c	4-Aminobutanal	C4H10NO	c
udpglcur_c	UDP-D-glucuronate	C15H19N2O18P2	c
C19586_c	Aflatoxin	C17H12O7	c
iC16ACP_c	Isopalmitoyl-ACP (iso-C16:0ACP)	C27H51N2O8PRS	c
mmcoa_DASH_R_c	(R)-Methylmalonyl-CoA	C25H35N7O19P3S	c
2p4c2me_c	2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	C14H22N3O17P3	c
dhgly_c	dehydroglycine	C2H2NO2	c
2dda7p_c	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate	C7H10O10P	c
h2mb4p_c	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate	C5H9O8P2	c
progly_c	L-Prolinylglycine	C7H12N2O3	c
23dhmp_c	(R)-2,3-Dihydroxy-3-methylpentanoate	C6H11O4	c
cdpdaiC15g_c	CDP-1,2-diante-isopentadecanoylglycerol	C42H75N3O15P2	c
iC8ACP_c	Isooctanoyl-ACP (iso-C8:0ACP)	C19H35N2O8PRS	c
met_DASH_L_e	L-Methionine	C5H11NO2S	e
met_DASH_L_c	L-Methionine	C5H11NO2S	c
duri_e	Deoxyuridine	C9H12N2O5	e
duri_c	Deoxyuridine	C9H12N2O5	c
for_e	Formate	CH1O2	e
apoPCPredO_c	apoprotein [acyl carrier protein]	RHO	c
for_c	Formate	CH1O2	c
actint4ACPact_c	Octaketide bicyclic intermediate-[acp]	C27H33N2O12PRS	c
alatrna_c	L-Alanyl-tRNA(Ala)	C3H6NOR	c
psi140_c	phosphatidylserine (diisotetradecanoyl, iso-C14:0)	C34H65N1O10P1	c
prpncoa_c	acryloyl-CoA(4-)	C24H34N7O17P3S	c
pre6b_c	Precorrin 6B	C44H49N4O16	c
C05977_c	2-Acyl-1-alkyl-sn-glycero-3-phosphate	C4H7O7PR2	c
oxadpcoa_c	3-Oxoadipyl-CoA	C27H37N7O20P3S	c
triglyc_SC_c	a triacylglycerol	C6H5O6R3	c
pk6ACPact_c	3,5-Dioxo-hexanoyl-[acp]	C17H27N2O10PRS	c
suc6p_c	sucrose 6(F)-phosphate(2-)	C12H21O14P	c
tiC72eACP_c	trans-isohep-2-enoyl-[acyl-carrier protein]	C18H31N2O8PRS	c
tiC92eACP_c	trans-isonon-2-enoyl-[acyl-carrier protein]	C20H35N2O8PRS	c
aacald_c	Aminoacetaldehyde	C2H6NO	c
C16469_c	3-Hydroxy-5-methylhex-4-enoyl-CoA	C28H46N7O18P3S	c
dgmp_e	dGMP	C10H12N5O7P	e
dmlz_c	6,7-Dimethyl-8-(1-D-ribityl)lumazine	C13H18N4O6	c
dgmp_c	dGMP	C10H12N5O7P	c
tiC132eACP_c	trans-isotridec-2-enoyl-[acyl-carrier protein]	C24H43N2O8PRS	c
thmpp_c	Thiamine diphosphate	C12H16N4O7P2S	c
c2m26dcoa_c	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA	C31H46N7O17P3S	c
f6p_c	D-Fructose 6-phosphate	C6H11O9P	c
um4p_c	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine	C38H56N8O27P2	c
coa_c	Coenzyme A	C21H32N7O16P3S	c
5aprbu_c	5-Amino-6-(5'-phosphoribitylamino)uracil	C9H15N4O9P	c
nadh_c	Nicotinamide adenine dinucleotide - reduced	C21H27N7O14P2	c
acglc_DASH_D_c	6-Acetyl-D-glucose	C8H14O7	c
melt_e	Melibiitol	C12H24O11	e
melt_c	Melibiitol	C12H24O11	c
am6sa_c	2-aminomuconic 6-semialdehyde	C6H7NO3	c
ocACP_c	Octanoyl-ACP (n-C8:0ACP)	C19H35N2O8PRS	c
3pop_c	3-phosphonopyruvate	C3H3O6P	c
pg170_c	Phosphatidylglycerol (diheptadecanoyl, n-C17:0)	C40H78O10P1	c
fuc1p__L_c	beta-L-fucose 1-phosphate(2-)	C6H11O8P	c
C04261_c	Protein	C7H9N4O5PR2	c
3oiC18ACP_c	3-Oxoisooctadecanoyl-[acyl-carrier protein]	C29H53N2O9PRS	c
trnaglu_c	tRNA (Glu)	R	c
sbt_DASH_D_e	D-Sorbitol	C6H14O6	e
12dgr140_c	1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)	C31H60O5	c
sbt_DASH_D_c	D-Sorbitol	C6H14O6	c
orot_e	Orotate	C5H3N2O4	e
toctd2eACP_c	trans-octadec-2-enoyl-[acyl-carrier protein]	C29H53N2O8PRS	c
pro__L_c	L-proline	C5H9NO2	c
orot_c	Orotate	C5H3N2O4	c
1ddecg3p_c	1-dodecanoyl-sn-glycerol 3-phosphate	C15H29O7P1	c
oaa_c	Oxaloacetate	C4H2O5	c
alpro_c	S(8)-aminomethyldihydrolipoylprotein	C9H19N2OS2R	c
C14864_c	S-(2-Chloroacetyl)glutathione	C12H18ClN3O7S	c
tddec2eACPredQ_c	trans-Dodec-2-enoyl-[acyl-carrier protein]	C23H41N2O8PRS	c
ohpb_c	2-Oxo-3-hydroxy-4-phosphobutanoate	C4H4O8P	c
but2eACPredQ_c	But-2-enoyl-[acyl-carrier protein]	C15H25N2O8PRS	c
mssg_c	mycothiol (oxidized - dimer)	C34H58N4O24S2	c
tag161_c	Triacylglycerol (trihexadec-9-enoyl, n-C16:1)	C51H92O6	c
arab__L_c	L-arabinopyranose	C5H10O5	c
oxalcoa_c	Oxalyl-CoA	C23H31N7O19P3S	c
dolmanp_c	Dolichyl phosphate D-mannose	C26H47O9P(C5H8)n	c
skm5p_c	Shikimate 5-phosphate	C7H8O8P	c
acACP_c	Acetyl-ACP	C13H23N2O8PRS	c
glyb_e	Glycine betaine	C5H11NO2	e
glyb_c	Glycine betaine	C5H11NO2	c
cdpdddecg_c	CDP-1,2-didodecanoylglycerol	C36H63N3O15P2	c
pnto_DASH_R_e	(R)-Pantothenate	C9H16NO5	e
pnto_DASH_R_c	(R)-Pantothenate	C9H16NO5	c
C02139_c	Chlorophyllide	C35H34MgN4O5	c
C04884_c	N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide	C50H86N3O26R	c
C01768_c	(Alginate)n	(C6H8O6)n	c
cdpdiC14g_c	CDP-1,2-diisotetradecanoylglycerol	C40H71N3O15P2	c
cdpdodec11eg_c	CDP-1,2-dioctadec-11-enoylglycerol	C48H83N3O15P2	c
C00462_c	Halide	HX	c
actACP_c	Acetoacetyl-ACP	C15H25N2O9PRS	c
bmocogdp_c	bis-molybdopterin guanine dinucleotide	C40H44N20O27P4S4Mo	c
clpn150_c	cardiolipin (tetrapentadecanoyl, n-C15:0)	C69H132O17P2	c
2dmmql9_c	2-Demethylmenaquinol 9	C55H80O2	c
3haACP_c	(3R)-3-Hydroxyacyl-[acyl-carrier protein]	C15H27N2O9PRS	c
3gmp_e	3'-GMP	C10H12N5O8P	e
3hhexACPcda_c	(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]	C17H31N2O9PRS	c
fru_c	D-Fructose	C6H12O6	c
agdpcbi_c	Adenosine-GDP-cobinamide	C68H95CoN21O21P2	c
C14793_c	(1R)-Glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene	C20H25N3O7S	c
tiC122eACP_c	trans-isododec-2-enoyl-[acyl-carrier protein]	C23H41N2O8PRS	c
cdpdiC15g_c	CDP-1,2-diisopentadecanoylglycerol	C42H75N3O15P2	c
hgbam_c	Hydrogenobyrinate a,c diamide	C45H57N6O12	c
pa141_c	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate	C31H55O8P1	c
trp_DASH_L_c	L-Tryptophan	C11H12N2O2	c
C14791_c	(1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene	C20H25N3O7S	c
cobalt2_e	Co2+	Co	e
gtca2_c	glycerol teichoic acid (n=25), unlinked, D-ala substituted	C166H328N27O161P25	c
C02320_c	R-S-Glutathione	C10H16N3O6SR	c
cobalt2_c	Co2+	Co	c
forglu_c	N-Formimidoyl-L-glutamate	C6H8N2O4	c
C04432_c	tRNA	C15H22N5O7P(C5H8O6PR)n(C5H8O6PR)n	c
C06023_c	D-Glucosaminide	C12H24N2O10(C6H11NO3)n	c
pmtcoa_c	Palmitoyl-CoA (n-C16:0CoA)	C37H62N7O17P3S	c
C16541_c	Chlorophyllide	C35H32MgN4O6	c
butACPredQ_c	Butyryl-ACP (n-C4:0ACP)	C15H27N2O8PRS	c
actACPredQ_c	Acetoacetyl-ACP (specific to RED(redQ))	C15H25N2O9PRS	c
mi4p__D_c	1D-myo-inositol 4-phosphate(2-)	C6H11O9P	c
uaGgla_c	undecaprenyldiphosphonato-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-L-lysyl-D-alanyl-D-alanine	C86H140N7O21P2	c
pan4p_c	Pantetheine 4'-phosphate	C11H21N2O7PS	c
cdpglyc_c	CDPglycerol	C12H19N3O13P2	c
cgly_c	Cys-Gly	C5H10N2O3S	c
3ooctACPredQ_c	3-Oxooctanoyl-[acyl-carrier protein]	C19H33N2O9PRS	c
phthr_c	O-Phospho-4-hydroxy-L-threonine	C4H8NO7P	c
34dhbz_c	3,4-Dihydroxybenzoate	C7H5O4	c
2dr1p_c	2-Deoxy-D-ribose 1-phosphate	C5H9O7P	c
C00416_c	Phosphatidate	C5H7O8PR2	c
murein4px4px4p_c	three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)	C111H167N21O58	c
urea_c	Urea	CH4N2O	c
sbt__D_c	D-glucitol	C6H14O6	c
gdpmann_c	GDP-D-mannose	C16H23N5O16P2	c
3ohepACP_c	3-Oxoheptanoyl-[acyl-carrier protein]	C18H31N2O9PRS	c
pgpai170_c	Phosphatidylglycerophosphate (diante-isoheptadecanoyl, ante-iso-C17:0)	C40H77O13P2	c
pi_c	Phosphate	HO4P	c
pi_e	Phosphate	HO4P	e
4mhetz_c	5-(2-hydroxyethyl)-4-methylthiazole	C6H9NOS	c
grdp_c	Geranyl diphosphate	C10H17O7P2	c
co2dam_c	Cob(II)yrinate a,c diamide	C45H56CoN6O12	c
pe161_c	phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)	C37H70N1O8P1	c
2h3oppan_c	2-Hydroxy-3-oxopropanoate	C3H3O4	c
ctp_c	CTP	C9H12N3O14P3	c
3hiC13ACP_c	(R)-3-Hydroxyisotridecanoyl-[acyl-carrier protein]	C24H45N2O9PRS	c
mhpglu_c	5-Methyltetrahydropteroyltri-L-glutamate	C25H36N8O12	c
pe120_c	phosphatidylethanolamine (didodecanoyl, n-C12:0)	C29H58N1O8P1	c
3hiC17ACP_c	(R)-3-Hydroxyisoheptadecanoyl-[acyl-carrier protein]	C28H53N2O9PRS	c
pppg9_c	Protoporphyrinogen IX	C34H38N4O4	c
pgi160_c	Phosphatidylglycerol (diisohexadecanoyl, iso-C16:0)	C38H74O10P1	c
G13027_c	G13027		c
pk8ACPact_c	3,5,7-Trioxo-octanoyl-[acp]	C19H29N2O11PRS	c
ficytc_c	Ferricytochrome c	C42H52FeN8O6S2	c
3odcoa_c	3-Oxodecanoyl-CoA	C31H48N7O18P3S	c
4r5au_c	4-(1-D-Ribitylamino)-5-aminouracil	C9H16N4O6	c
C04438_c	1-Acyl-sn-glycero-3-phosphoethanolamine	C6H13NO7PR	c
C00395_c	Penicillin	C9H11N2O4SR	c
chtn_c	Chitin	C28H49N3O16	c
andrstndn_c	androstenedione	C19H26O2	c
sphgn_c	sphinganine	C18H40NO2	c
cpmp_c	cyclic pyranopterin monophosphate	C10H13N5O8P	c
4pasp_c	4-Phospho-L-aspartate	C4H6NO7P	c
3haACPcda_c	(3R)-3-Hydroxyacyl-[acyl-carrier protein]	C15H27N2O9PRS	c
clpni170_c	cardiolipin (isotetraheptadecanoyl, iso-C17:0)	C77H148O17P2	c
tartr_DASH_D_e	D-tartrate	C4H4O6	e
C06037_c	Digalactosyl-diacylglycerol	C17H26O15R2	c
tartr_DASH_D_c	D-tartrate	C4H4O6	c
oc2coa_c	trans-Oct-2-enoyl-CoA	C29H44N7O17P3S	c
ddca_c	Dodecanoate (n-C12:0)	C12H23O2	c
dann_c	7,8-Diaminononanoate	C9H21N2O2	c
thex2eACP_c	trans-Hex-2-enoyl-[acyl-carrier protein]	C17H29N2O8PRS	c
tddec2eACP_c	trans-Dodec-2-enoyl-[acyl-carrier protein]	C23H41N2O8PRS	c
rml1p_c	L-Rhamnulose 1-phosphate	C6H11O8P	c
3hodcoa_c	(S)-3-Hydroxyoctadecanoyl-CoA	C39H66N7O18P3S	c
cdpdiC18g_c	CDP-1,2-diisooctadecanoylglycerol	C48H87N3O15P2	c
3oundcaACP_c	3-Oxoundecanoyl-[acyl-carrier protein]	C22H39N2O9PRS	c
ggdp_c	Geranylgeranyl diphosphate	C20H33O7P2	c
lipoate_e	Lipoate	C8H14O2S2	e
lipoate_c	Lipoate	C8H14O2S2	c
aiC7ACP_c	Ante-isoheptanoyl-ACP (ante-iso-C7:0ACP)	C18H33N2O8PRS	c
ACPact_c	acyl carrier protein (specific to actinorhodin PKS)	C11H21N2O7PRS	c
dhnpt_c	Dihydroneopterin	C9H13N5O4	c
r1p_c	alpha-D-Ribose 1-phosphate	C5H9O8P	c
damp_c	dAMP	C10H12N5O6P	c
damp_e	dAMP	C10H12N5O6P	e
C05392_c	Oligouronide	C6H8O6(C6H8O6)n	c
glytrna_c	Glycyl-tRNA(Gly)	C2H4NOR	c
hatrz_c	4-ethylamino-6-isopropylamino-1,3,5-triazin-2-ol	C8H15N5O	c
idp_c	IDP	C10H11N4O11P2	c
glc__D_c	D-glucopyranose	C6H12O6	c
ala_DASH_B_c	beta-Alanine	C3H7NO2	c
frdp_c	Farnesyl diphosphate	C15H25O7P2	c
3ocddec5eACP_c	3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein]	C23H39N2O9PRS	c
ACT_c	Actinorhodin	C32H24O14	c
ferrioxamB_e	Ferrioxamine B	C25H45FeN6O8	e
2dh3dgal_c	2-Dehydro-3-deoxy-D-galactonate	C6H9O6	c
leutrna_c	L-Leucyl-tRNA(Leu)	C6H12NOR	c
e4hglu_c	L-erythro-4-Hydroxyglutamate	C5H8NO5	c
mbm_c	4-methoxy-2,2'-bipyrrole-5-methanol	C10H12N2O2	c
actp_c	Acetyl phosphate	C2H3O5P	c
C05212_c	1-Radyl-2-acyl-sn-glycero-3-phosphocholine	C9H19NO7PR2	c
cobya_c	Cobyrinic acid	C45H52N4O14Co	c
4ppan_c	D-4'-Phosphopantothenate	C9H15NO8P	c
paai170_c	1,2-diante-isoheptadecanoyl-sn-glycerol 3-phosphate	C37H71O8P1	c
ectoine_DASH_L_c	L-ectoine	C6H9N2O2	c
ppap_c	Propanoyl phosphate	C3H5O5P	c
applp_c	D-1-Aminopropan-2-ol O-phosphate	C3H9NO4P	c
db4p_c	3,4-dihydroxy-2-butanone 4-phosphate	C4H7O6P	c
pg141_c	Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)	C34H62O10P1	c
aso4_c	arsenate	AsO4	c
nndp_c	all-trans-Nonaprenyl diphosphate	C45H73O7P2	c
stcoa_c	Stearoyl-CoA (n-C18:0CoA)	C39H66N7O17P3S	c
murein5px3p_c	two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)	C74H112N14O39	c
etha_e	Ethanolamine	C2H8NO	e
gam_c	2-ammonio-2-deoxy-D-glucopyranose	C6H14NO5	c
