REACT_143738	MNXR78385
24074	MNXR20453
4.1.1.80-RXN	MNXR7628
RXN-9600	MNXR2965
RXN-9601	MNXR77869
RXN-9602	MNXR77870
RXN-9603	MNXR77871
RXN-9604	MNXR77872
RXN-9605	MNXR74780
RXN-9606	MNXR60344
RXN-9607	MNXR60345
RXN-9608	MNXR60347
RXN-9609	MNXR17051
REACT_133146	MNXR78960
BR48906	MNXR34027
BR48907	MNXR8863
BR48904	MNXR8860
BR48905	MNXR8861
BR48902	MNXR71521
BR48903	MNXR71522
REACT_147013	MNXR78813
BR48901	MNXR71520
DEDOLP2_U	MNXR1494
BS141208	MNXR34301
REACT_147019	MNXR1400
REACT_147018	MNXR48587
BR48908	MNXR57284
BR48909	MNXR71523
DEDOLP2_L	MNXR1493
REACT_103047	MNXR68179
REACT_138828	MNXR2926
rxn05945	MNXR73735
rxn05942	MNXR71439
rxn05943	MNXR79964
REACT_103040	MNXR2926
rxn05941	MNXR27923
REACT_138823	MNXR25583
REACT_138821	MNXR77059
rxn05948	MNXR14758
rxn05949	MNXR13332
REACT_89916	MNXR25007
TAURtex	MNXR4991
rxn03399	MNXR79700
HYGROMYCIN-B-KINASE-RXN	MNXR8258
rxn03391	MNXR59752
rxn03390	MNXR15863
rxn03393	MNXR3978
rxn03392	MNXR74380
rxn03395	MNXR3953
rxn03394	MNXR15867
rxn03397	MNXR56039
rxn03396	MNXR36135
REACT_136460	MNXR78594
4.2.2.12-RXN	MNXR76163
BS259181_WOP	MNXR68119
rxn02449	MNXR69191
BR47488	MNXR57014
BR47489	MNXR71195
BR47486	MNXR57013
BR47487	MNXR1813
BR47484	MNXR69522
BR47485	MNXR57012
REACT_78611	MNXR78322
BR47483	MNXR8109
REACT_78613	MNXR78234
rxn02445	MNXR79619
27525	MNXR4551
27524	MNXR4551
27527	MNXR57415
27526	MNXR57415
27521	MNXR4779
27520	MNXR4779
27523	MNXR4551
27522	MNXR4551
27529	MNXR57415
27528	MNXR57415
rxn14370	MNXR75522
DTTPtn	MNXR1649
BR138	MNXR6371
REACT_127930	MNXR78836
REACT_127932	MNXR78308
REACT_129798	MNXR78919
ALKYLGLYCEROL-KINASE-RXN	MNXR15567
REACT_156847	MNXR79072
BS398715	MNXR73120
BS398716	MNXR73121
BS398710	MNXR73119
BS398713	MNXR13067
BS398712	MNXR33578
BS398719	MNXR73122
REACT_30477	MNXR78444
REACT_100539	MNXR78282
REACT_100538	MNXR69842
RXN-12135	MNXR21938
RXN-12134	MNXR75006
RXN-12137	MNXR21940
RXN-12136	MNXR76832
RXN-12131	MNXR76830
RXN-12130	MNXR76829
RXN-12132	MNXR76831
REACT_32080	MNXR609
RXN-12139	MNXR21942
RXN-12138	MNXR21941
REACT_32085	MNXR78262
REACT_98572	MNXR78677
REACT_98573	MNXR78992
GSCYSDEG-RXN	MNXR14695
REACT_98574	MNXR78422
REACT_98575	MNXR78622
REACT_98579	MNXR3208
REACT_90534	MNXR78436
BR134	MNXR69784
RXN-9532	MNXR68184
23318	MNXR7531
23319	MNXR7531
rxn08946	MNXR69476
23312	MNXR26499
23313	MNXR26499
23310	MNXR7764
23311	MNXR7764
23316	MNXR7531
23317	MNXR7531
23314	MNXR26499
23315	MNXR26499
UCR01364	MNXR2339
REACT_154994	MNXR65009
UCR01360	MNXR2984
REACT_154995	MNXR78940
REACT_154274	MNXR78665
REACT_154997	MNXR79086
BS413376	MNXR14111
F4RHi	MNXR68830
BS413379	MNXR73439
BS413378	MNXR60883
REACT_154991	MNXR3896
PHTHCLR2	MNXR69709
PHTHCLR1	MNXR69708
BR49286	MNXR62410
BR49287	MNXR57392
BR49284	MNXR57390
BR49285	MNXR57391
BR49282	MNXR57388
BR49283	MNXR57389
BR49280	MNXR57386
BR49281	MNXR57387
BR49288	MNXR21582
BR49289	MNXR57393
RXNQT-4178	MNXR18284
RXNQT-4176	MNXR18283
RXNQT-4174	MNXR18280
RXNQT-4175	MNXR18282
RXNQT-4172	MNXR18278
RXNQT-4173	MNXR18279
RXNQT-4170	MNXR18274
RXNQT-4171	MNXR18276
BS399047	MNXR58751
BS399043	MNXR71508
BS399040	MNXR73159
BS399041	MNXR73160
BR29213_WOP	MNXR6851
22045	MNXR26478
22044	MNXR26478
LYSINE-RACEMASE-RXN	MNXR3352
22046	MNXR26478
22041	MNXR6633
22040	MNXR6633
22043	MNXR6633
22042	MNXR6633
22049	MNXR69826
22048	MNXR69826
REACT_126143	MNXR78815
REACT_77700	MNXR78651
REACT_1972	MNXR24919
REACT_1977	MNXR55230
REACT_134661	MNXR78936
REACT_140375	MNXR4909
REACT_33750	MNXR78343
REACT_85352	MNXR78291
REACT_33877	MNXR1478
REACT_140371	MNXR78831
BS165067_WOP	MNXR6719
REACT_33759	MNXR3790
REACT_85359	MNXR78294
GLCAASE4ly	MNXR69144
TRPt	MNXR5144
REACT_30220	MNXR68950
REACT_155535	MNXR10411
REACT_84083	MNXR78274
REACT_160252	MNXR79145
REACT_134287	MNXR78972
REACT_134284	MNXR78303
REACT_75706	MNXR3940
BR48154	MNXR3175
BR48157	MNXR3527
BR48156	MNXR3537
REACT_163001	MNXR79129
REACT_163002	MNXR78977
BR48159	MNXR3539
1.5.1.32-RXN	MNXR7446
REACT_160259	MNXR6504
BR40362	MNXR7451
rxn05136	MNXR17291
BR40360	MNXR7450
BR40361	MNXR956
BR40366	MNXR70934
BR40367	MNXR20782
rxn05131	MNXR17283
BR40365	MNXR70933
BR40368	MNXR70935
BR40369	MNXR7456
rxn05139	MNXR17293
REACT_714	MNXR78917
REACT_87198	MNXR4373
REACT_710	MNXR78295
UCR04457	MNXR69845
UCR04456	MNXR70565
ADCL	MNXR467
PABASYN-RXN	MNXR30623
REACT_87192	MNXR2902
ADCS	MNXR30623
UER00996	MNXR31728
UER00997	MNXR595
rxn11189	MNXR80637
rxn11188	MNXR29032
REACT_158714	MNXR2856
rxn11183	MNXR80636
rxn11182	MNXR80635
rxn11181	MNXR29026
rxn11180	MNXR29025
rxn11187	MNXR29031
rxn11186	MNXR29030
rxn11185	MNXR29029
2.7.99.1-RXN	MNXR19599
NTRIRy	MNXR69566
NTRIRx	MNXR69565
UER00999	MNXR4958
REACT_15389	MNXR78550
NACHEX3ly	MNXR3712
DHBSH	MNXR68692
DNDPt37m	MNXR55263
REACT_34039	MNXR78484
REACT_15382	MNXR159
TRPO2	MNXR5138
rxn04260	MNXR16594
rxn04261	MNXR74710
REACT_34033	MNXR78685
rxn04263	MNXR74712
rxn04264	MNXR26611
REACT_34034	MNXR78311
rxn04266	MNXR79780
REACT_34036	MNXR2865
GALFUC12GAL14ACGLCGALGLUSIDEtg	MNXR69095
GALFUC12GAL14ACGLCGALGLUSIDEte	MNXR69095
REACT_156861	MNXR78880
REACT_156866	MNXR3904
GLCGSD	MNXR69151
DOLPGT1_Ler	MNXR1739
30675	MNXR9409
30674	MNXR5635
30677	MNXR9409
30676	MNXR9409
30671	MNXR5635
30670	MNXR9360
30673	MNXR5635
30672	MNXR5635
30679	MNXR14507
30678	MNXR9409
BS390302	MNXR73036
BS390303	MNXR12781
REACT_89795	MNXR78718
REACT_89796	MNXR68950
REACT_89791	MNXR78270
BS93391	MNXR73560
AHMMPS	MNXR68324
GLYC3Pabcpp	MNXR2750
2-ALKYN-1-OL-DEHYDROGENASE-RXN	MNXR6862
2.1.3.1-RXN	MNXR5702
RXN-8404	MNXR77715
RXN-8407	MNXR77717
RXN-8406	MNXR77716
RXN-8401	MNXR77713
RXN-8402	MNXR77714
RXN-8409	MNXR23262
RXN-8408	MNXR63522
URACIL-5-CARBOXYLATE-DECARBOXYLASE-RXN	MNXR7075
REACT_95520	MNXR78444
REACT_82643	MNXR1051
REACT_82642	MNXR78229
BR48711	MNXR8742
DNA-LIGASE-NAD+-RXN	MNXR76280
PGPP_HP	MNXR28902
rxn12180	MNXR18208
REACT_80640	MNXR69073
RXN-8109	MNXR23061
REACT_80649	MNXR64368
RXN00659	MNXR5763
RXN00658	MNXR55906
REACT_105114	MNXR78295
RXN00651	MNXR56227
RXN00650	MNXR2794
RXN00653	MNXR70276
RXN00652	MNXR1810
RXN00655	MNXR70277
RXN00654	MNXR5759
RXN00657	MNXR70279
RXN00656	MNXR70278
RXN-11152	MNXR17460
RXN-11153	MNXR76616
RXN-11150	MNXR21264
RXN-11151	MNXR5670
RXN-11156	MNXR76618
RXN-11157	MNXR76619
RXN-11155	MNXR76617
RXN-11158	MNXR76620
RXN-11159	MNXR76621
REACT_153995	MNXR79103
RXN-10685	MNXR60849
RXN-10687	MNXR76529
RXN-10681	MNXR20987
RXN-10680	MNXR20986
RXN-10683	MNXR76528
RXN-10682	MNXR20988
RXN-10689	MNXR76531
RXN-10688	MNXR76530
REACT_96877	MNXR78414
BS407338	MNXR13767
REACT_96872	MNXR78490
OROTtex	MNXR3995
REACT_154415	MNXR69443
18512	MNXR5868
REACT_154417	MNXR79086
REACT_90096	MNXR78300
REACT_90091	MNXR24899
REACT_154410	MNXR2856
REACT_90093	MNXR78374
REACT_154412	MNXR608
ENTCS	MNXR1899
BS140503	MNXR9841
BS140501	MNXR71860
BS140500	MNXR71859
BS140507	MNXR9842
BS140504	MNXR708
REACT_145468	MNXR78735
BS357772	MNXR72170
REACT_102466	MNXR78321
17265	MNXR440
17267	MNXR440
17266	MNXR440
17269	MNXR7656
17268	MNXR440
REACT_102468	MNXR5387
REACT_108601	MNXR78458
REACT_108602	MNXR78642
XYLISOM-RXN	MNXR32942
MALIC-NAD-RXN	MNXR3470
PHETRSm	MNXR48614
12370	MNXR26302
12371	MNXR26302
12372	MNXR26303
12373	MNXR26303
12374	MNXR26303
MALOX-RXN	MNXR6929
12376	MNXR2193
12377	MNXR2193
12378	MNXR2193
12379	MNXR2193
TREHALA-RXN	MNXR13851
F16BDEPHOS-RXN	MNXR76287
2.1.1.105-RXN	MNXR7660
REACT_115751	MNXR78581
17484	MNXR73609
REACT_115753	MNXR78711
17486	MNXR677
17481	MNXR73609
17480	MNXR4117
17483	MNXR73609
17482	MNXR73609
RXN01505	MNXR4056
17489	MNXR7513
17488	MNXR677
REACT_103570	MNXR78461
MELIBt2	MNXR3479
ATPS4rpp	MNXR896
BR1123_WOP	MNXR6304
BS322056	MNXR70354
REACT_132563	MNXR60503
REACT_132562	MNXR78770
REACT_132564	MNXR78877
REACT_132566	MNXR79007
REACT_132569	MNXR78498
11883	MNXR7304
2.4.1.45-RXN	MNXR56928
11881	MNXR7304
REACT_109551	MNXR78434
11887	MNXR8451
11886	MNXR8451
11885	MNXR8451
11884	MNXR8451
11889	MNXR70801
11888	MNXR70801
REACT_111987	MNXR120
20195	MNXR6907
20194	MNXR6907
BS231351	MNXR7112
20196	MNXR6907
BS231357	MNXR10118
20190	MNXR5810
TDPAGTA	MNXR69948
20192	MNXR5810
20199	MNXR6505
20198	MNXR6505
13023	MNXR5340
13022	MNXR5340
13021	MNXR5340
13020	MNXR70061
13024	MNXR5340
13029	MNXR7199
3.4.19.7-RXN	MNXR76146
FADFMNtm	MNXR68872
BS378671	MNXR72740
BS378673	MNXR4160
BS378676	MNXR72741
BS378677	MNXR72742
BS378678	MNXR72743
BS378679	MNXR72744
RXN-7963	MNXR77612
RXN-7962	MNXR77611
RXN-7961	MNXR77610
BS370440	MNXR58173
RXN-7967	MNXR77615
RXN-7966	MNXR77614
BS370445	MNXR72462
28798	MNXR5747
28797	MNXR5747
28796	MNXR5747
BS370449	MNXR57019
RXN-7968	MNXR77616
28793	MNXR9422
28792	MNXR9422
28791	MNXR9422
28790	MNXR24335
RXN-11970	MNXR60651
RXN-11971	MNXR21830
RXN-11972	MNXR21831
RXN-11973	MNXR76779
RXN-11974	MNXR76780
RXN-11975	MNXR76781
RXN-11976	MNXR21834
RXN-11977	MNXR21835
RXN-11978	MNXR21836
BS402986	MNXR13555
MAOX	MNXR3434
BS402984	MNXR13553
C181SN	MNXR47355
REACT_114808	MNXR609
BS402985	MNXR13554
REACT_147781	MNXR78308
ORNTArm	MNXR32050
NO3t3	MNXR3846
32528	MNXR19125
SUCBZS	MNXR4945
NO3t2	MNXR3846
REACT_144250	MNXR1218
R129-RXN	MNXR20688
27644	MNXR4522
27645	MNXR4522
27646	MNXR4526
3.2.2.21-RXN	MNXR76133
27640	MNXR4528
27641	MNXR4528
27642	MNXR4522
SUCBZL	MNXR10766
27648	MNXR4526
27649	MNXR4526
RXN-12449	MNXR9360
RXN-12448	MNXR8926
RXN-12445	MNXR76897
RXN-12444	MNXR68997
RXN-12446	MNXR76898
RXN-12441	MNXR22155
RXN-12440	MNXR76895
RXN-12442	MNXR76896
rxn00245	MNXR79465
BR47977	MNXR57113
BR47974	MNXR4878
BR47975	MNXR467
BAMPPALDOX	MNXR68434
REACT_96003	MNXR78353
KETOGLUCOSE-REDUCTASE-RXN	MNXR76356
REACT_96008	MNXR78452
BR47979	MNXR30623
23886	MNXR3839
LIPAabcpp	MNXR3240
23884	MNXR3839
23885	MNXR3839
GALCTNtex	MNXR2504
L-IDONATE-2-DEHYDROGENASE-RXN	MNXR6719
BS94712	MNXR73592
3.5.1.79-RXN	MNXR65449
PATS	MNXR28862
3.1.1.76-RXN	MNXR76062
UCR01001	MNXR1358
RXN-4681	MNXR77480
REACT_101170	MNXR26459
REACT_101172	MNXR3519
REACT_101174	MNXR78353
REACT_101176	MNXR78354
REACT_101177	MNXR2258
REACT_97359	MNXR25046
3.4.21.110-RXN	MNXR19870
DHCR71r	MNXR1551
REACT_97356	MNXR78458
REACT_97355	MNXR78262
REACT_97354	MNXR5387
RXN-8395	MNXR77711
RXN-8394	MNXR77710
REACT_99130	MNXR78652
REACT_99135	MNXR515
UCR05180	MNXR36765
2.8.2.19-RXN	MNXR8342
BS358751	MNXR8340
REACT_59193	MNXR78987
AMINEPHEN-RXN	MNXR4149
ALLTAMH	MNXR666
25488	MNXR79302
25489	MNXR79302
BR11719	MNXR70542
BR11718	MNXR10798
BS289253	MNXR7583
REACT_150191	MNXR502
BR11715	MNXR70541
BR11714	MNXR6318
BR11717	MNXR6321
BR11716	MNXR6320
BR11711	MNXR4008
BR11710	MNXR70539
BR11713	MNXR70540
BR11712	MNXR15410
REACT_134514	MNXR5387
REACT_20529	MNXR25083
REACT_20526	MNXR78617
REACT_134518	MNXR78626
REACT_20522	MNXR78630
RXN-8398	MNXR77712
RXN-9106	MNXR68755
RXN-9105	MNXR77795
RXN-9104	MNXR77794
RXN-9103	MNXR23632
RXN-9102	MNXR49792
RXN-9101	MNXR23630
3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN	MNXR76055
UCR00756	MNXR69661
UCR00754	MNXR648
UCR00750	MNXR2997
UCR00751	MNXR5055
REACT_19402	MNXR78217
THMabcpp	MNXR5051
REACT_137896	MNXR2856
REACT_137895	MNXR78957
REACT_137893	MNXR25550
REACT_137891	MNXR5828
BS320028	MNXR55550
3.4.23.5-RXN	MNXR76137
URIK2	MNXR70067
URIK3	MNXR70068
URIK1	MNXR5306
REACT_132919	MNXR78798
REACT_132910	MNXR60504
REACT_132917	MNXR5996
REACT_34582	MNXR78434
15731	MNXR3421
15730	MNXR3421
BS187661	MNXR9993
15732	MNXR3421
15735	MNXR26359
15734	MNXR26359
15737	MNXR7508
15736	MNXR26359
15739	MNXR7508
15738	MNXR7508
REACT_137270	MNXR4909
BS187668	MNXR31596
REACT_137276	MNXR78810
REACT_137277	MNXR79023
REACT_137274	MNXR70581
rxn03214	MNXR9729
rxn03215	MNXR59701
rxn03216	MNXR36090
rxn03217	MNXR9730
rxn03210	MNXR70875
rxn03211	MNXR6361
rxn03212	MNXR7348
rxn03213	MNXR9748
rxn03218	MNXR6363
rxn03219	MNXR6379
REACT_91591	MNXR2551
REACT_91594	MNXR78308
BS4450	MNXR14376
33652	MNXR2015
33653	MNXR2015
33650	MNXR2005
33651	MNXR2015
33654	MNXR2015
18276	MNXR4517
18275	MNXR4517
18274	MNXR4517
18273	MNXR4517
18272	MNXR8178
18271	MNXR8178
18270	MNXR8178
30309	MNXR9260
30308	MNXR9260
30305	MNXR9379
30304	MNXR9379
30307	MNXR9260
30306	MNXR9379
30303	MNXR9379
PHENYLPYRUVATE-TAUTOMERASE-RXN	MNXR6704
31658	MNXR26809
31659	MNXR79359
31650	MNXR79357
REACT_28189	MNXR78459
31652	MNXR79358
31653	MNXR79358
31654	MNXR79358
31655	MNXR26809
31656	MNXR26809
31657	MNXR26809
ASNNm	MNXR842
RXN-13189	MNXR26547
RXN-13188	MNXR77038
RXN-13187	MNXR18291
RXN-13186	MNXR62834
RXN-13185	MNXR75808
RXN-13184	MNXR14818
ASNNe	MNXR842
RXN-13182	MNXR18245
RXN-13181	MNXR18244
34178	MNXR75842
34179	MNXR61385
34172	MNXR61396
34173	MNXR61396
34170	MNXR60430
34171	MNXR61396
34176	MNXR75842
34177	MNXR75842
34174	MNXR61396
34175	MNXR75842
REACT_32324	MNXR78366
REACT_32321	MNXR78513
REACT_87838	MNXR78345
REACT_87837	MNXR4373
REACT_92026	MNXR78464
REACT_88131	MNXR78338
FA141COAabcp	MNXR68838
SBTD_L	MNXR69884
REACT_163061	MNXR79135
3.4.21.80-RXN	MNXR76137
REACT_88134	MNXR78322
UGT1A6r	MNXR70045
3.4.24.61-RXN	MNXR76137
R501-RXN	MNXR76459
35225	MNXR65716
35224	MNXR65716
35226	MNXR65716
35221	MNXR65012
35220	MNXR65012
35223	MNXR65716
35222	MNXR65012
14841	MNXR56974
BS37471	MNXR5136
UCR05069	MNXR15893
UCR05068	MNXR15892
NICOTINATE-DEHYDROGENASE-RXN	MNXR61160
GLDBRAN	MNXR2692
L-FUCONATE-HYDRATASE-RXN	MNXR7136
RXN0-5116	MNXR5448
RXN00678	MNXR5289
REACT_153601	MNXR34486
BPNT	MNXR965
REACT_153609	MNXR79060
REACT_152552	MNXR79095
rxn11888	MNXR18063
rxn11889	MNXR75415
REACT_33499	MNXR5287
PROTRS	MNXR39691
rxn11883	MNXR75413
REACT_152558	MNXR79089
rxn11881	MNXR80741
rxn11886	MNXR75414
rxn11887	MNXR18062
rxn11884	MNXR67646
rxn11885	MNXR57419
CYO1b	MNXR68605
REACT_154388	MNXR79086
REACT_154385	MNXR78408
REACT_154387	MNXR3527
REACT_154386	MNXR73964
REACT_154381	MNXR78836
BR43888	MNXR33514
REACT_162252	MNXR78677
BR49129	MNXR9005
BR49128	MNXR9004
REACT_81862	MNXR78435
REACT_81861	MNXR78385
BR49123	MNXR9001
BS374946	MNXR1028
BR49121	MNXR71565
BR49120	MNXR71564
GPAMm_hs	MNXR2801
BR49126	MNXR34061
BR49125	MNXR4458
BR49124	MNXR71566
BR40447	MNXR70968
BR40446	MNXR5836
XOLTRI25tc	MNXR5362
RNTR4	MNXR4651
BR40443	MNXR7517
RNTR2	MNXR4647
RNTR1	MNXR4645
BR40440	MNXR7513
FOMETR	MNXR2272
BR40449	MNXR7522
BR40448	MNXR70969
FASm1601	MNXR68944
LINB1-RXN	MNXR12857
PLIPA2E161pp	MNXR69754
BR49858	MNXR19100
10048	MNXR585
10049	MNXR585
REACT_160095	MNXR3782
REACT_160092	MNXR79128
rxn00768	MNXR70808
REACT_160091	MNXR79127
rxn00765	MNXR68335
10041	MNXR965
rxn00767	MNXR76040
10043	MNXR965
10044	MNXR6902
10045	MNXR6902
10046	MNXR6902
rxn00762	MNXR69172
PDHm	MNXR4132
14092	MNXR33777
PDHa	MNXR4134
PDHc	MNXR55548
REACT_120941	MNXR78808
REACT_120942	MNXR2856
REACT_120944	MNXR78602
BS383133	MNXR72848
REACT_120947	MNXR78809
BS92998	MNXR14413
BS383132	MNXR72848
MALTptspp	MNXR3404
REACT_121099	MNXR78832
REACT_121095	MNXR78815
D-LACDm	MNXR68632
REACT_128726	MNXR78490
REACT_121091	MNXR78788
REACT_121093	MNXR78831
REACT_112477	MNXR64257
3.2.1.50-RXN	MNXR76113
S6TASE12ly	MNXR4735
PDH2	MNXR69645
REACT_87018	MNXR78416
MLDEP2pp	MNXR69458
26322	MNXR26624
BALAt2r	MNXR936
3AIBTm	MNXR33697
RXN0-6726	MNXR38010
FEENTERexs	MNXR68985
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	MNXR120
rxn07238	MNXR14636
rxn07239	MNXR75047
rxn07236	MNXR5765
rxn07237	MNXR60388
rxn07234	MNXR75042
rxn07235	MNXR75044
rxn07232	MNXR36960
rxn07233	MNXR74156
rxn07230	MNXR75041
rxn07231	MNXR36960
UCR03445	MNXR69302
UCR03444	MNXR32648
UCR03443	MNXR571
BS115251	MNXR6164
rxn07836	MNXR60628
BS390802	MNXR73039
PANTOTHENATE-KIN-RXN	MNXR4362
MALTly	MNXR3391
ACACT7r	MNXR348
ACACT7p	MNXR348
rxn07837	MNXR60629
D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	MNXR76265
GLCNACPTRANS-RXN	MNXR68256
G3PSabcpp	MNXR69076
MALTPTabc	MNXR69394
REACT_86765	MNXR1811
REACT_86766	MNXR24900
INSTt2	MNXR3112
RXN0-5021	MNXR63873
INSTt4	MNXR3108
REACT_148949	MNXR78283
20298	MNXR70661
REACT_162541	MNXR79125
RXN01285	MNXR3604
UCR02715	MNXR70513
rxn13242	MNXR81033
rxn13243	MNXR1228
rxn13241	MNXR81032
rxn13246	MNXR81034
rxn13247	MNXR29875
rxn13244	MNXR1228
rxn13245	MNXR29874
BS93218	MNXR59077
11257	MNXR61555
REACT_90970	MNXR3776
CYCLOEUCALENOL-CYCLOISOMERASE-RXN	MNXR6763
REACT_81411	MNXR64406
G3PGabcpp	MNXR2446
3HBCOAHL	MNXR32754
MDDCP3pp	MNXR69420
3.5.5.2-RXN	MNXR6738
16079	MNXR4097
16078	MNXR4097
13195	MNXR591
16073	MNXR7070
16072	MNXR1374
6PGALSZ	MNXR54927
16070	MNXR1374
16077	MNXR4097
16076	MNXR7070
16075	MNXR7070
16074	MNXR7070
R234-RXN	MNXR68560
2.3.1.97-RXN	MNXR69166
GLYt4r	MNXR2779
10898	MNXR6321
REACT_118156	MNXR2865
REACT_118157	MNXR69175
10893	MNXR3132
10892	MNXR3132
10891	MNXR70755
10890	MNXR70755
GAMptspp	MNXR2545
10896	MNXR6321
10895	MNXR3132
10894	MNXR3132
RXN01280	MNXR4514
REACT_127028	MNXR78666
REACT_127029	MNXR78528
REACT_155247	MNXR7001
REACT_155246	MNXR506
REACT_155245	MNXR72368
REACT_155242	MNXR79056
REACT_155241	MNXR79067
REACT_99481	MNXR15134
REACT_90351	MNXR78278
REACT_90357	MNXR4244
REACT_120559	MNXR1037
REACT_99486	MNXR78384
REACT_120556	MNXR25337
REACT_90358	MNXR69289
RXN01283	MNXR6100
ASNTHRNaEx	MNXR846
rxn09269	MNXR4947
RXN01282	MNXR6099
RXN00196	MNXR69867
RXN00197	MNXR5509
REACT_113546	MNXR78662
REACT_80	MNXR68349
17388	MNXR5935
17389	MNXR9749
REACT_86	MNXR78348
REACT_87	MNXR1866
17382	MNXR6558
17383	MNXR6558
17381	MNXR6558
17386	MNXR5935
RXN00198	MNXR70148
17384	MNXR6558
17385	MNXR5935
BS375211	MNXR72659
BS375213	MNXR3817
RXN00199	MNXR5511
BS189294	MNXR10055
BS375214	MNXR9366
BS375217	MNXR58341
FAO181p_even	MNXR2077
19577	MNXR71141
11768	MNXR68365
11769	MNXR68365
REACT_106539	MNXR4046
11762	MNXR8017
11763	MNXR8017
11760	MNXR8017
11761	MNXR8017
11766	MNXR6642
11767	MNXR6642
11764	MNXR6642
11765	MNXR6642
GALCTt2rpp	MNXR2505
CD2abcpp	MNXR19981
REACT_107419	MNXR78262
REACT_99473	MNXR78938
REACT_107415	MNXR4017
PSERTRANSAM-RXN	MNXR32268
REACT_107410	MNXR78618
REACT_153128	MNXR10411
REACT_112308	MNXR25157
HPDCACRNt	MNXR69253
REACT_14857	MNXR26067
MEOHt2	MNXR3482
3.1.3.74-RXN	MNXR4543
4.1.2.42-RXN	MNXR17918
PEPSYNTH-RXN	MNXR4414
24873	MNXR4485
RXN3O-1118	MNXR69930
11410	MNXR70702
REACT_94508	MNXR78225
12235	MNXR8038
BS407290	MNXR73313
12237	MNXR8387
12236	MNXR8387
12231	MNXR33036
BS407294	MNXR73314
BS407297	MNXR13744
12232	MNXR8038
BS407298	MNXR73315
12239	MNXR8387
12238	MNXR8387
RXN0-1001	MNXR6355
24871	MNXR26529
29361	MNXR3875
29360	MNXR3875
29363	MNXR3876
29362	MNXR3875
29365	MNXR3876
29364	MNXR3876
29367	MNXR3877
29366	MNXR3876
29369	MNXR3877
29368	MNXR3877
REACT_99550	MNXR78230
OMPHHX6m	MNXR69591
REACT_157487	MNXR78956
REACT_78464	MNXR78326
REACT_157483	MNXR79043
REACT_157480	MNXR4185
REACT_157489	MNXR4185
REACT_157488	MNXR25036
REACT_115656	MNXR78737
REACT_102168	MNXR78437
REACT_102167	MNXR78339
REACT_115659	MNXR78337
REACT_102161	MNXR24949
RETFAt1	MNXR4601
3.1.1.71-RXN	MNXR15537
REACT_6853	MNXR25007
REACT_6855	MNXR78439
REACT_6854	MNXR78309
REACT_147422	MNXR1576
RETFAt2	MNXR4602
REACT_147424	MNXR78454
REACT_132243	MNXR1218
1.14.99.32-RXN	MNXR75926
REACT_103410	MNXR78348
REACT_103413	MNXR78340
REACT_103412	MNXR78450
REACT_103419	MNXR3411
BS394884	MNXR12967
RXN-13617	MNXR345
RXN-13616	MNXR1868
RXN-13615	MNXR77122
RXN-13614	MNXR1994
RXN-13613	MNXR75841
RXN-13612	MNXR63110
RXN-13611	MNXR77121
RXN-13610	MNXR77120
REACT_106863	MNXR1868
ACOAO9p	MNXR68276
29585	MNXR2819
29584	MNXR2819
29587	MNXR15622
29586	MNXR2819
29583	MNXR2819
29589	MNXR15622
29588	MNXR15622
EHGLAT2m	MNXR68799
REACT_136033	MNXR78641
REACT_136030	MNXR78565
rxn02019	MNXR73965
rxn02018	MNXR56632
REACT_136035	MNXR78717
REACT_136034	MNXR429
rxn02015	MNXR5856
rxn02014	MNXR5470
REACT_136039	MNXR78804
REACT_136038	MNXR78842
rxn02011	MNXR5186
rxn02010	MNXR55972
rxn02013	MNXR7088
rxn02012	MNXR6858
REACT_156750	MNXR4185
REACT_156751	MNXR65019
RFA_HP	MNXR69852
REACT_156755	MNXR78665
REACT_156756	MNXR79090
REACT_156757	MNXR78965
REACT_156758	MNXR79056
REACT_156759	MNXR25566
TRANS-EPOXYSUCCINATE-HYDROLASE-RXN	MNXR6473
REACT_109070	MNXR3464
REACT_109072	MNXR4373
GALPMUT-RXN	MNXR55999
12870	MNXR70692
REACT_100140	MNXR78233
REACT_100146	MNXR78234
REACT_100144	MNXR69073
BUTANAL-DEHYDROGENASE-RXN	MNXR76230
VITD2Hm	MNXR70072
REACT_113735	MNXR78446
DMSOR2	MNXR26772
12350	MNXR70638
10960	MNXR3361
22270	MNXR14996
MALTAT	MNXR3392
22276	MNXR14784
22277	MNXR14784
22278	MNXR14784
22279	MNXR14784
ASPARAGUSATE-REDUCTASE-NADH-RXN	MNXR7378
REACT_135564	MNXR78466
rxn11713	MNXR60681
REACT_135566	MNXR78882
rxn11711	MNXR1991
REACT_135560	MNXR5828
25728	MNXR26584
rxn11714	MNXR60682
rxn11715	MNXR75317
25725	MNXR26583
25724	MNXR26583
25727	MNXR26584
25726	MNXR26583
25721	MNXR26582
25720	MNXR26582
25723	MNXR26583
25722	MNXR26582
MALEYLACETATE-REDUCTASE-RXN	MNXR76376
27389	MNXR9060
27388	MNXR3386
27385	MNXR3386
27384	MNXR8981
27387	MNXR3386
3.1.27.1-RXN	MNXR76074
27381	MNXR8981
27380	MNXR2757
27383	MNXR8981
27382	MNXR8981
FA160tp	MNXR1964
