Reaction ID	Reaction name	Lower bound	Reaction equation	GPR	Pathway
PGSA141	Phosphatidylglycerol synthase (n-C14:1)	0.0	1.0 glyc3p_c + 1.0 cdpdtdec7eg_c -> 1.0 pgp141_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS26815)	Glycerophospholipid Metabolism
PGSA150	Phosphatidylglycerol synthase (n-C15:0)	0.0	1.0 glyc3p_c + 1.0 cdpdptdecg_c -> 1.0 pgp150_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS26815)	Glycerophospholipid Metabolism
PGSA160	Phosphatidylglycerol synthase (n-C16:0)	0.0	1.0 glyc3p_c + 1.0 cdpdhdecg_c -> 1.0 pgp160_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS26815)	Glycerophospholipid Metabolism
PGSA161	Phosphatidylglycerol synthase (n-C16:1)	0.0	1.0 glyc3p_c + 1.0 cdpdhdec9eg_c -> 1.0 pgp161_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS26815)	Glycerophospholipid Metabolism
PGSA170	Phosphatidylglycerol synthase (n-C17:0)	0.0	1.0 glyc3p_c + 1.0 cdpdhepdecg_c -> 1.0 pgp170_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS26815)	Glycerophospholipid Metabolism
PGSA180	Phosphatidylglycerol synthase (n-C18:0)	0.0	1.0 cdpdodecg_c + 1.0 glyc3p_c -> 1.0 pgp180_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS26815)	Glycerophospholipid Metabolism
PGSA181	Phosphatidylglycerol synthase (n-C18:1)	0.0	1.0 glyc3p_c + 1.0 cdpdodec11eg_c -> 1.0 cmp_c + 1.0 pgp181_c + 1.0 h_c	(SVEN_RS26815)	Glycerophospholipid Metabolism
PGSAai150	Phosphatidylglycerol synthase (ante-iso-C15:0)	0.0	1.0 glyc3p_c + 1.0 cdpdaiC15g_c -> 1.0 pgpai150_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS26815)	Glycerophospholipid Metabolism
PGSAai170	Phosphatidylglycerol synthase (ante-iso-C17:0)	0.0	1.0 glyc3p_c + 1.0 cdpdaiC17g_c -> 1.0 pgpai170_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS26815)	Glycerophospholipid Metabolism
PGSAi140	Phosphatidylglycerol synthase (iso-C14:0)	0.0	1.0 cdpdiC14g_c + 1.0 glyc3p_c -> 1.0 pgpi140_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS26815)	Glycerophospholipid Metabolism
PGSAi150	Phosphatidylglycerol synthase (iso-C15:0)	0.0	1.0 glyc3p_c + 1.0 cdpdiC15g_c -> 1.0 pgpi150_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS26815)	Glycerophospholipid Metabolism
PGSAi160	Phosphatidylglycerol synthase (iso-C16:0)	0.0	1.0 cdpdiC16g_c + 1.0 glyc3p_c -> 1.0 pgpi160_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS26815)	Glycerophospholipid Metabolism
PGSAi170	Phosphatidylglycerol synthase (iso-C17:0)	0.0	1.0 glyc3p_c + 1.0 cdpdiC17g_c -> 1.0 pgpi170_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS26815)	Glycerophospholipid Metabolism
PGSAi180	Phosphatidylglycerol synthase (iso-C18:0)	0.0	1.0 glyc3p_c + 1.0 cdpdiC18g_c -> 1.0 pgpi180_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS26815)	Glycerophospholipid Metabolism
PINOS120	Phosphatidylinositol synthase (n-C12:0)	0.0	1.0 cdpdddecg_c + 1.0 inost_c -> 1.0 cmp_c + 1.0 h_c + 1.0 pi120_c	(SVEN_RS05485)	Glycerophospholipid Metabolism
PINOS140	Phosphatidylinositol synthase (n-C14:0)	0.0	1.0 cdpdtdecg_c + 1.0 inost_c -> 1.0 pi140_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS05485)	Glycerophospholipid Metabolism
PINOS141	Phosphatidylinositol synthase (n-C14:1)	0.0	1.0 inost_c + 1.0 cdpdtdec7eg_c -> 1.0 pi141_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS05485)	Glycerophospholipid Metabolism
PINOS150	Phosphatidylinositol synthase (n-C15:0)	0.0	1.0 inost_c + 1.0 cdpdptdecg_c -> 1.0 pi150_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS05485)	Glycerophospholipid Metabolism
PINOS160	Phosphatidylinositol synthase (n-C16:0)	0.0	1.0 inost_c + 1.0 cdpdhdecg_c -> 1.0 pi160_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS05485)	Glycerophospholipid Metabolism
PINOS161	Phosphatidylinositol synthase (n-C16:1)	0.0	1.0 inost_c + 1.0 cdpdhdec9eg_c -> 1.0 pi161_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS05485)	Glycerophospholipid Metabolism
PINOS170	Phosphatidylinositol synthase (n-C17:0)	0.0	1.0 inost_c + 1.0 cdpdhepdecg_c -> 1.0 h_c + 1.0 pi170_c + 1.0 cmp_c	(SVEN_RS05485)	Glycerophospholipid Metabolism
PINOS180	Phosphatidylinositol synthase (n-C18:0)	0.0	1.0 cdpdodecg_c + 1.0 inost_c -> 1.0 cmp_c + 1.0 h_c + 1.0 pi180_c	(SVEN_RS05485)	Glycerophospholipid Metabolism
PINOS181	Phosphatidylinositol synthase (n-C18:1)	0.0	1.0 inost_c + 1.0 cdpdodec11eg_c -> 1.0 h_c + 1.0 pi181_c + 1.0 cmp_c	(SVEN_RS05485)	Glycerophospholipid Metabolism
PINOSai150	Phosphatidylinositol synthase (ante-iso-C15:0)	0.0	1.0 inost_c + 1.0 cdpdaiC15g_c -> 1.0 piai150_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS05485)	Glycerophospholipid Metabolism
PINOSai170	Phosphatidylinositol synthase (ante-iso-C17:0)	0.0	1.0 inost_c + 1.0 cdpdaiC17g_c -> 1.0 h_c + 1.0 piai170_c + 1.0 cmp_c	(SVEN_RS05485)	Glycerophospholipid Metabolism
PINOSi140	Phosphatidylinositol synthase (iso-C14:0)	0.0	1.0 cdpdiC14g_c + 1.0 inost_c -> 1.0 pii140_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS05485)	Glycerophospholipid Metabolism
PINOSi150	Phosphatidylinositol synthase (iso-C15:0)	0.0	1.0 cdpdiC15g_c + 1.0 inost_c -> 1.0 h_c + 1.0 pii150_c + 1.0 cmp_c	(SVEN_RS05485)	Glycerophospholipid Metabolism
PINOSi160	Phosphatidylinositol synthase (iso-C16:0)	0.0	1.0 cdpdiC16g_c + 1.0 inost_c -> 1.0 cmp_c + 1.0 h_c + 1.0 pii160_c	(SVEN_RS05485)	Glycerophospholipid Metabolism
PINOSi170	Phosphatidylinositol synthase (iso-C17:0)	0.0	1.0 inost_c + 1.0 cdpdiC17g_c -> 1.0 pii170_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS05485)	Glycerophospholipid Metabolism
PINOSi180	Phosphatidylinositol synthase (iso-C18:0)	0.0	1.0 inost_c + 1.0 cdpdiC18g_c -> 1.0 cmp_c + 1.0 h_c + 1.0 pii180_c	(SVEN_RS05485)	Glycerophospholipid Metabolism
PSD120	Phosphatidylserine decarboxylase (n-C12:0)	0.0	1.0 ps120_c + 1.0 h_c -> 1.0 pe120_c + 1.0 co2_c	(SVEN_RS31235)	Glycerophospholipid Metabolism
PSD140	Phosphatidylserine decarboxylase (n-C14:0)	0.0	1.0 ps140_c + 1.0 h_c -> 1.0 co2_c + 1.0 pe140_c	(SVEN_RS31235)	Glycerophospholipid Metabolism
PSD141	Phosphatidylserine decarboxylase (n-C14:1)	0.0	1.0 ps141_c + 1.0 h_c -> 1.0 co2_c + 1.0 pe141_c	(SVEN_RS31235)	Glycerophospholipid Metabolism
PSD150	Phosphatidylserine decarboxylase (n-C15:0)	0.0	1.0 ps150_c + 1.0 h_c -> 1.0 co2_c + 1.0 pe150_c	(SVEN_RS31235)	Glycerophospholipid Metabolism
PSD160	Phosphatidylserine decarboxylase (n-C16:0)	0.0	1.0 h_c + 1.0 ps160_c -> 1.0 co2_c + 1.0 pe160_c	(SVEN_RS31235)	Glycerophospholipid Metabolism
PSD161	Phosphatidylserine decarboxylase (n-C16:1)	0.0	1.0 h_c + 1.0 ps161_c -> 1.0 co2_c + 1.0 pe161_c	(SVEN_RS31235)	Glycerophospholipid Metabolism
PSD170	Phosphatidylserine decarboxylase (n-C17:0)	0.0	1.0 ps170_c + 1.0 h_c -> 1.0 pe170_c + 1.0 co2_c	(SVEN_RS31235)	Glycerophospholipid Metabolism
PSD180	Phosphatidylserine decarboxylase (n-C18:0)	0.0	1.0 ps180_c + 1.0 h_c -> 1.0 pe180_c + 1.0 co2_c	(SVEN_RS31235)	Glycerophospholipid Metabolism
PSD181	Phosphatidylserine decarboxylase (n-C18:1)	0.0	1.0 ps181_c + 1.0 h_c -> 1.0 pe181_c + 1.0 co2_c	(SVEN_RS31235)	Glycerophospholipid Metabolism
PSDai150	Phosphatidylserine decarboxylase (ante-iso-C15:0)	0.0	1.0 h_c + 1.0 psai150_c -> 1.0 co2_c + 1.0 peai150_c	(SVEN_RS31235)	Glycerophospholipid Metabolism
PSDai170	Phosphatidylserine decarboxylase (ante-iso-C17:0)	0.0	1.0 psai170_c + 1.0 h_c -> 1.0 peai170_c + 1.0 co2_c	(SVEN_RS31235)	Glycerophospholipid Metabolism
PSDi140	Phosphatidylserine decarboxylase (iso-C14:0)	0.0	1.0 psi140_c + 1.0 h_c -> 1.0 co2_c + 1.0 pei140_c	(SVEN_RS31235)	Glycerophospholipid Metabolism
PSDi150	Phosphatidylserine decarboxylase (iso-C15:0)	0.0	1.0 psi150_c + 1.0 h_c -> 1.0 pei150_c + 1.0 co2_c	(SVEN_RS31235)	Glycerophospholipid Metabolism
PSDi160	Phosphatidylserine decarboxylase (iso-C16:0)	0.0	1.0 psi160_c + 1.0 h_c -> 1.0 co2_c + 1.0 pei160_c	(SVEN_RS31235)	Glycerophospholipid Metabolism
PSDi170	Phosphatidylserine decarboxylase (iso-C17:0)	0.0	1.0 psi170_c + 1.0 h_c -> 1.0 pei170_c + 1.0 co2_c	(SVEN_RS31235)	Glycerophospholipid Metabolism
PSDi180	Phosphatidylserine decarboxylase (iso-C18:0)	0.0	1.0 h_c + 1.0 psi180_c -> 1.0 pei180_c + 1.0 co2_c	(SVEN_RS31235)	Glycerophospholipid Metabolism
PSSA120	Phosphatidylserine syntase (n-C12:0)	0.0	1.0 cdpdddecg_c + 1.0 ser_DASH_L_c -> 1.0 ps120_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS31230)	Glycerophospholipid Metabolism
PSSA140	Phosphatidylserine syntase (n-C14:0)	0.0	1.0 cdpdtdecg_c + 1.0 ser_DASH_L_c -> 1.0 cmp_c + 1.0 h_c + 1.0 ps140_c	(SVEN_RS31230)	Glycerophospholipid Metabolism
PSSA141	Phosphatidylserine syntase (n-C14:1)	0.0	1.0 ser_DASH_L_c + 1.0 cdpdtdec7eg_c -> 1.0 ps141_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS31230)	Glycerophospholipid Metabolism
PSSA150	Phosphatidylserine syntase (n-C15:0)	0.0	1.0 ser_DASH_L_c + 1.0 cdpdptdecg_c -> 1.0 ps150_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS31230)	Glycerophospholipid Metabolism
PSSA160	Phosphatidylserine syntase (n-C16:0)	0.0	1.0 ser_DASH_L_c + 1.0 cdpdhdecg_c -> 1.0 cmp_c + 1.0 h_c + 1.0 ps160_c	(SVEN_RS31230)	Glycerophospholipid Metabolism
PSSA161	Phosphatidylserine syntase (n-C16:1)	0.0	1.0 ser_DASH_L_c + 1.0 cdpdhdec9eg_c -> 1.0 h_c + 1.0 ps161_c + 1.0 cmp_c	(SVEN_RS31230)	Glycerophospholipid Metabolism
PSSA170	Phosphatidylserine syntase (n-C17:0)	0.0	1.0 ser_DASH_L_c + 1.0 cdpdhepdecg_c -> 1.0 ps170_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS31230)	Glycerophospholipid Metabolism
PSSA180	Phosphatidylserine syntase (n-C18:0)	0.0	1.0 cdpdodecg_c + 1.0 ser_DASH_L_c -> 1.0 ps180_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS31230)	Glycerophospholipid Metabolism
PSSA181	Phosphatidylserine syntase (n-C18:1)	0.0	1.0 ser_DASH_L_c + 1.0 cdpdodec11eg_c -> 1.0 ps181_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS31230)	Glycerophospholipid Metabolism
PSSAai150	Phosphatidylserine syntase (ante-iso-C15:0)	0.0	1.0 ser_DASH_L_c + 1.0 cdpdaiC15g_c -> 1.0 h_c + 1.0 psai150_c + 1.0 cmp_c	(SVEN_RS31230)	Glycerophospholipid Metabolism
PSSAai170	Phosphatidylserine syntase (ante-iso-C17:0)	0.0	1.0 ser_DASH_L_c + 1.0 cdpdaiC17g_c -> 1.0 psai170_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS31230)	Glycerophospholipid Metabolism
PSSAi140	Phosphatidylserine syntase (iso-C14:0)	0.0	1.0 cdpdiC14g_c + 1.0 ser_DASH_L_c -> 1.0 psi140_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS31230)	Glycerophospholipid Metabolism
PSSAi150	Phosphatidylserine syntase (iso-C15:0)	0.0	1.0 ser_DASH_L_c + 1.0 cdpdiC15g_c -> 1.0 psi150_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS31230)	Glycerophospholipid Metabolism
PSSAi160	Phosphatidylserine syntase (iso-C16:0)	0.0	1.0 ser_DASH_L_c + 1.0 cdpdiC16g_c -> 1.0 h_c + 1.0 psi160_c + 1.0 cmp_c	(SVEN_RS31230)	Glycerophospholipid Metabolism
PSSAi170	Phosphatidylserine syntase (iso-C17:0)	0.0	1.0 ser_DASH_L_c + 1.0 cdpdiC17g_c -> 1.0 psi170_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS31230)	Glycerophospholipid Metabolism
PSSAi180	Phosphatidylserine syntase (iso-C18:0)	0.0	1.0 ser_DASH_L_c + 1.0 cdpdiC18g_c -> 1.0 psi180_c + 1.0 h_c + 1.0 cmp_c	(SVEN_RS31230)	Glycerophospholipid Metabolism
TAGS140	Triacylglycerol synthase (n-C14:0)	0.0	1.0 12dgr140_c + 1.0 myrsACP_c -> 1.0 ACP_c + 1.0 tag140_c	()	Glycerophospholipid Metabolism
TAGS150	Triacylglycerol synthase (n-C15:0)	0.0	1.0 ptdcaACP_c + 1.0 12dgr150_c -> 1.0 tag150_c + 1.0 ACP_c	()	Glycerophospholipid Metabolism
TAGS160	Triacylglycerol synthase (n-C16:0)	0.0	1.0 12dgr160_c + 1.0 palmACP_c -> 1.0 ACP_c + 1.0 tag160_c	()	Glycerophospholipid Metabolism
TAGS161	Triacylglycerol synthase (n-C16:1)	0.0	1.0 12dgr161_c + 1.0 hdeACP_c -> 1.0 ACP_c + 1.0 tag161_c	()	Glycerophospholipid Metabolism
TAGSai150	Triacylglycerol synthase (ante-iso-C15:0)	0.0	1.0 aiC15ACP_c + 1.0 12dgrai150_c -> 1.0 ACP_c + 1.0 tagai150_c	()	Glycerophospholipid Metabolism
TAGSai170	Triacylglycerol synthase (ante-iso-C17:0)	0.0	1.0 aiC17ACP_c + 1.0 12dgrai170_c -> 1.0 ACP_c + 1.0 tagai170_c	()	Glycerophospholipid Metabolism
TAGSi140	Triacylglycerol synthase (iso-C14:0)	0.0	1.0 iC14ACP_c + 1.0 12dgri140_c -> 1.0 ACP_c + 1.0 tagi140_c	()	Glycerophospholipid Metabolism
TAGSi150	Triacylglycerol synthase (iso-C15:0)	0.0	1.0 12dgri150_c + 1.0 iC15ACP_c -> 1.0 ACP_c + 1.0 tagi150_c	()	Glycerophospholipid Metabolism
TAGSi160	Triacylglycerol synthase (iso-C16:0)	0.0	1.0 iC16ACP_c + 1.0 12dgri160_c -> 1.0 ACP_c + 1.0 tagi160_c	()	Glycerophospholipid Metabolism
TAGSi170	Triacylglycerol synthase (iso-C17:0)	0.0	1.0 iC17ACP_c + 1.0 12dgri170_c -> 1.0 tagi170_c + 1.0 ACP_c	()	Glycerophospholipid Metabolism
GHMT2	glycine hydroxymethyltransferase	0.0	1.0 ser_DASH_L_c + 1.0 thf_c -> 1.0 h2o_c + 1.0 gly_c + 1.0 mlthf_c	(SVEN_RS24890 or SVEN_RS22395 or SVEN_RS25515 or SVEN_RS24890 or SVEN_RS22395 or SVEN_RS25515)	Glycine and Serine Metabolism
GLYAT	glycine C-acetyltransferase	-1000.0	1.0 gly_c + 1.0 accoa_c <=> 1.0 coa_c + 1.0 2aobut_c	(SVEN_RS04080 or SVEN_RS01470)	Glycine and Serine Metabolism
GLYCK2	glycerate kinase	0.0	1.0 glyc_DASH_R_c + 1.0 atp_c -> 1.0 2pg_c + 1.0 adp_c + 1.0 h_c	(SVEN_RS31185)	Glycine and Serine Metabolism
PGCD	phosphoglycerate dehydrogenase	0.0	1.0 nad_c + 1.0 3pg_c -> 1.0 3php_c + 1.0 nadh_c + 1.0 h_c	(SVEN_RS25750 or SVEN_RS17355)	Glycine and Serine Metabolism
PSERT	phosphoserine transaminase	0.0	1.0 3php_c + 1.0 glu_DASH_L_c -> 1.0 akg_c + 1.0 pser_DASH_L_c	(SVEN_RS20645)	Glycine and Serine Metabolism
PSP_L	phosphoserine phosphatase (L-serine)	0.0	1.0 h2o_c + 1.0 pser_DASH_L_c -> 1.0 ser_DASH_L_c + 1.0 pi_c	(SVEN_RS07070)	Glycine and Serine Metabolism
SERD_L	L-serine deaminase	0.0	1.0 ser_DASH_L_c -> 1.0 pyr_c + 1.0 nh4_c	(SVEN_RS22930 or SVEN_RS25510)	Glycine and Serine Metabolism
THRD	L-threonine dehydrogenase	0.0	1.0 thr_DASH_L_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 h_c + 1.0 2aobut_c	(SVEN_RS01475)	Glycine and Serine Metabolism
ENO	enolase	-1000.0	1.0 2pg_c <=> 1.0 pep_c + 1.0 h2o_c	(SVEN_RS29970 or SVEN_RS14330)	Glycolysis/Gluconeogenesis
FBA	fructose-bisphosphate aldolase	-1000.0	1.0 fdp_c <=> 1.0 dhap_c + 1.0 g3p_c	(SVEN_RS16880)	Glycolysis/Gluconeogenesis
FBA2	D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase	-1000.0	1.0 f1p_c <=> 1.0 dhap_c + 1.0 glyald_c	(SVEN_RS16880)	Glycolysis/Gluconeogenesis
FBP	fructose-bisphosphatase	0.0	1.0 h2o_c + 1.0 fdp_c -> 1.0 pi_c + 1.0 f6p_c	(SVEN_RS23415)	Glycolysis/Gluconeogenesis
GAPD	glyceraldehyde-3-phosphate dehydrogenase	-1000.0	1.0 pi_c + 1.0 g3p_c + 1.0 nad_c <=> 1.0 nadh_c + 1.0 h_c + 1.0 13dpg_c	(SVEN_RS36365 or SVEN_RS07740 or SVEN_RS02190 or SVEN_RS36365 or SVEN_RS07740 or SVEN_RS02190)	Glycolysis/Gluconeogenesis
GLBRAN2	1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)	0.0	1.0 glycogen_c -> 1.0 bglycogen_c	(SVEN_RS25275)	Glycolysis/Gluconeogenesis
GLCP	glycogen phosphorylase	0.0	1.0 pi_c + 1.0 glycogen_c -> 1.0 g1p_c	(SVEN_RS25325)	Glycolysis/Gluconeogenesis
GLCP2	glycogen phosphorylase	0.0	1.0 bglycogen_c + 1.0 pi_c -> 1.0 g1p_c	(SVEN_RS25325)	Glycolysis/Gluconeogenesis
GLCS1	glycogen synthase (ADPGlc)	0.0	1.0 adpglc_c -> 1.0 h_c + 1.0 glycogen_c + 1.0 adp_c	(SCO0962)	Glycolysis/Gluconeogenesis
GLDBRAN2	glycogen debranching enzyme (bglycogen -> glycogen)	0.0	1.0 bglycogen_c -> 1.0 glycogen_c	(SVEN_RS25365 or SVEN_RS29270 or SVEN_RS25365 or SVEN_RS29270)	Glycolysis/Gluconeogenesis
GLGC	glucose-1-phosphate adenylyltransferase	0.0	1.0 h_c + 1.0 atp_c + 1.0 g1p_c -> 1.0 ppi_c + 1.0 adpglc_c	(SCO0961)	Glycolysis/Gluconeogenesis
GLGCc	glucose-1-phosphate cytidylyltransferase	0.0	1.0 ctp_c + 1.0 h_c + 1.0 g1p_c -> 1.0 ppi_c + 1.0 cdpglc_c	(SVEN_RS35590)	Glycolysis/Gluconeogenesis
HEX1	glucokinase (D-glucose:ATP)	0.0	1.0 glc_DASH_D_c + 1.0 atp_c -> 1.0 g6p_c + 1.0 h_c + 1.0 adp_c	(SVEN_RS08780 or SVEN_RS30385 or SVEN_RS20030 or SVEN_RS03465 or SVEN_RS34130)	Glycolysis/Gluconeogenesis
PDH	pyruvate dehydrogenase	0.0	1.0 pyr_c + 1.0 coa_c + 1.0 nad_c -> 1.0 co2_c + 1.0 nadh_c + 1.0 accoa_c	(SVEN_RS09070 or SVEN_RS10730 or SVEN_RS09070 or SVEN_RS10730 or (SVEN_RS34225 and SVEN_RS34090 and SVEN_RS18435 and SVEN_RS17720 and SVEN_RS17805) or SVEN_RS22785 or SVEN_RS00720 or SVEN_RS09055 or SVEN_RS18435)	Glycolysis/Gluconeogenesis
PFK	phosphofructokinase	0.0	1.0 atp_c + 1.0 f6p_c -> 1.0 fdp_c + 1.0 adp_c + 1.0 h_c	(SVEN_RS25195 or SVEN_RS03980 or SVEN_RS25195 or SVEN_RS03980)	Glycolysis/Gluconeogenesis
PGI	glucose-6-phosphate isomerase	-1000.0	1.0 g6p_c <=> 1.0 f6p_c	(SVEN_RS07710)	Glycolysis/Gluconeogenesis
PGK	phosphoglycerate kinase	-1000.0	1.0 atp_c + 1.0 3pg_c <=> 1.0 adp_c + 1.0 13dpg_c	(SVEN_RS07735)	Glycolysis/Gluconeogenesis
PGM	phosphoglycerate mutase	-1000.0	1.0 2pg_c <=> 1.0 3pg_c	(SVEN_RS11605 or SCO6818)	Glycolysis/Gluconeogenesis
PPDK	Pyruvate,phosphate dikinase	0.0	1.0 pyr_c + 1.0 pi_c + 1.0 atp_c -> 1.0 pep_c + 1.0 ppi_c + 1.0 amp_c + 1.0 h_c	(SVEN_RS11245)	Glycolysis/Gluconeogenesis
PYK	pyruvate kinase	0.0	1.0 pep_c + 1.0 h_c + 1.0 adp_c -> 1.0 pyr_c + 1.0 atp_c	(SVEN_RS25180 or SVEN_RS08065)	Glycolysis/Gluconeogenesis
TPI	triose-phosphate isomerase	-1000.0	1.0 dhap_c <=> 1.0 g3p_c	(SCO0578 or SVEN_RS07730)	Glycolysis/Gluconeogenesis
GLXCL	glyoxalate carboligase	0.0	2.0 glx_c + 1.0 h_c -> 1.0 co2_c + 1.0 2h3oppan_c	(SVEN_RS25735 or SVEN_RS30170 or SVEN_RS29485 or SVEN_RS33130)	Glyoxylate Metabolism
GLYCK	glycerate kinase	0.0	1.0 glyc_DASH_R_c + 1.0 atp_c -> 1.0 h_c + 1.0 adp_c + 1.0 3pg_c	(SVEN_RS31185)	Glyoxylate Metabolism
ATPPRT	ATP phosphoribosyltransferase	0.0	1.0 prpp_c + 1.0 atp_c -> 1.0 ppi_c + 1.0 prbatp_c	(SVEN_RS05030)	Histidine Metabolism
HISD	histidase	0.0	1.0 his_DASH_L_c -> 1.0 urcan_c + 1.0 nh4_c	(SVEN_RS22855)	Histidine Metabolism
HISTD	histidinol dehydrogenase	0.0	1.0 histd_c + 1.0 h2o_c + 2.0 nad_c -> 2.0 nadh_c + 1.0 his_DASH_L_c + 3.0 h_c	(SVEN_RS08385)	Histidine Metabolism
HISTP	histidinol-phosphatase	0.0	1.0 hisp_c + 1.0 h2o_c -> 1.0 histd_c + 1.0 pi_c	(SVEN_RS24135)	Histidine Metabolism
HSTPT	histidinol-phosphate transaminase	0.0	1.0 glu_DASH_L_c + 1.0 imacp_c -> 1.0 hisp_c + 1.0 akg_c	(SVEN_RS07360 or SVEN_RS08380 or SVEN_RS18335)	Histidine Metabolism
IG3PS	Imidazole-glycerol-3-phosphate synthase	0.0	1.0 prlp_c + 1.0 gln_DASH_L_c -> 1.0 aicar_c + 1.0 glu_DASH_L_c + 1.0 eig3p_c + 1.0 h_c	((SVEN_RS08350 and SVEN_RS08365))	Histidine Metabolism
IGPDH	imidazoleglycerol-phosphate dehydratase	0.0	1.0 eig3p_c -> 1.0 h2o_c + 1.0 imacp_c	(SVEN_RS08375)	Histidine Metabolism
IZPN	imidazolonepropionase	0.0	1.0 h2o_c + 1.0 4izp_c -> 1.0 h_c + 1.0 forglu_c	(SVEN_RS13925)	Histidine Metabolism
PRAMPC	phosphoribosyl-AMP cyclohydrolase	0.0	1.0 h2o_c + 1.0 prbamp_c -> 1.0 prfp_c	(SVEN_RS08330)	Histidine Metabolism
PRATPP	phosphoribosyl-ATP pyrophosphatase	0.0	1.0 h2o_c + 1.0 prbatp_c -> 1.0 ppi_c + 1.0 prbamp_c + 1.0 h_c	(SVEN_RS05035)	Histidine Metabolism
PRMICIi	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase (irreversible)	0.0	1.0 prfp_c -> 1.0 prlp_c	(SVEN_RS08360)	Histidine Metabolism
PRPPS	phosphoribosylpyrophosphate synthetase	-1000.0	1.0 r5p_c + 1.0 atp_c <=> 1.0 h_c + 1.0 prpp_c + 1.0 amp_c	(SVEN_RS14580)	Histidine Metabolism
URCN	urocanase	0.0	1.0 urcan_c + 1.0 h2o_c -> 1.0 4izp_c	(SVEN_RS13940)	Histidine Metabolism
ASR	arsenate reductase	0.0	1.0 aso4_c + 2.0 msh_c -> 1.0 aso3_c + 1.0 h2o_c + 1.0 mssg_c	(SVEN_RS09175)	Inorganic Ion Transport and Metabolism
CA2t4	calcium (Ca+2) transport in/out via proton antiport	-1000.0	1.0 h_e + 1.0 ca2_c <=> 1.0 ca2_e + 1.0 h_c	(SVEN_RS01405)	Inorganic Ion Transport and Metabolism
CD2abc	Cadmium (Cd+2) ABC transporter	0.0	1.0 h2o_c + 1.0 atp_c + 1.0 cd2_c -> 1.0 cd2_e + 1.0 pi_c + 1.0 h_c + 1.0 adp_c	(SVEN_RS12470 or SVEN_RS20435 or SVEN_RS20700)	Inorganic Ion Transport and Metabolism
CD2t4	cadmium (Cd+2) transport in/out via proton antiport	-1000.0	1.0 h_e + 1.0 cd2_c <=> 1.0 cd2_e + 1.0 h_c	(SVEN_RS12610 or SVEN_RS13665 or SVEN_RS12610 or SVEN_RS13665)	Inorganic Ion Transport and Metabolism
CLt3_2	chloride transport out via proton antiport (2:1)	0.0	2.0 cl_e + 1.0 h_c -> 1.0 h_e + 2.0 cl_c	(SCO5964 or SCO6320)	Inorganic Ion Transport and Metabolism
COBALT2t	cobalt transport in via permease (no H+)	0.0	1.0 cobalt2_e -> 1.0 cobalt2_c	(SVEN_RS06170 or SVEN_RS30120 or SVEN_RS23845)	Inorganic Ion Transport and Metabolism
COBALT2t3	cobalt (Co+2) transport out via proton antiport	0.0	1.0 h_e + 1.0 cobalt2_c -> 1.0 cobalt2_e + 1.0 h_c	(SVEN_RS12610 or SVEN_RS13665 or SVEN_RS12610 or SVEN_RS13665)	Inorganic Ion Transport and Metabolism
