Metabolite ID	Metabolite name	Formula	Compartment
C04712_c	(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate	C16H18N2O9S	c
3oaiC7ACP_c	3-Oxoante-isoheptanoyl-[acyl-carrier protein]	C18H31N2O9PRS	c
cdhfutal_c	Cyclic de-hypoxanthine futalosine	C14H13O7	c
gcald_c	Glycolaldehyde	C2H4O2	c
phetrna_c	L-Phenylalanyl-tRNA(Phe)	C9H10NOR	c
pe141_c	phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)	C33H62N1O8P1	c
C15525_c	Eriodictyol	C15H12O6	c
C20376_c	3-Ketopimeloyl-[acp]	C8H11O4SR	c
3htridcaACP_c	(R)-3-Hydroxytridecanoyl-[acyl-carrier protein]	C24H45N2O9PRS	c
sufbcd_DASH_4fe4s_c	SufBCD with bound [4Fe-4S] cluster	H4O2S10Fe4R	c
aiC17ACP_c	Ante-isoheptadecanoyl-ACP (ante-iso-C17:0ACP)	C28H53N2O8PRS	c
dna5mtc_c	a DNA 5-methylcytosine	C10H16N3O7P(C5H8O5PR)n(C5H8O5PR)n	c
dcacoa_c	Decanoyl-CoA (n-C10:0CoA)	C31H50N7O17P3S	c
rmn_c	L-Rhamnose	C6H12O5	c
3hiC10ACP_c	(R)-3-Hydroxyisodecanoyl-[acyl-carrier protein]	C21H39N2O9PRS	c
2mp2coa_c	2-Methylprop-2-enoyl-CoA	C25H36N7O17P3S	c
galctn_DASH_D_c	D-Galactonate	C6H11O7	c
2ippm_c	2-Isopropylmaleate	C7H8O4	c
galctn_DASH_D_e	D-Galactonate	C6H11O7	e
trnaasp_c	tRNA(Asp)	R	c
hista_c	histaminium	C5H10N3	c
rmn_e	L-Rhamnose	C6H12O5	e
thrtrna_c	L-Threonyl-tRNA(Thr)	C4H8NO2R	c
maltttr_e	Maltotetraose	C24H42O21	e
g3pe_c	sn-Glycero-3-phosphoethanolamine	C5H14NO6P	c
maltttr_c	Maltotetraose	C24H42O21	c
ACPredL_c	acyl carrier protein (specific to RED(redL))	C11H21N2O7PRS	c
C20372_c	3-Ketoglutaryl-[acp]	C6H7O4SR	c
cit_e	Citrate	C6H5O7	e
zn2_e	Zinc	Zn	e
zn2_c	Zinc	Zn	c
C00221_c	beta-D-Glucose	C6H12O6	c
C15604_c	Prenal	C5H8O(C5H8)n-1	c
C16622_c	N,N'-Diacetylhydrazine	C4H8N2O2	c
tungs_e	tungstate	O4W1	e
tungs_c	tungstate	O4W1	c
mthgxl_c	methylglyoxal	C3H4O2	c
lipoamp_c	lipoyl-AMP	C18H25N5O8PS2	c
lystrna_c	L-Lysine-tRNA (Lys)	C6H14N2OR	c
C06561_c	Naringenin	C15H12O5	c
4abut_e	4-Aminobutanoate	C4H9NO2	e
murein5p3p_c	two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)	C74H114N14O40	c
4abut_c	4-Aminobutanoate	C4H9NO2	c
C16595_c	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one	C10H11NO3	c
appl_c	1-Aminopropan-2-ol	C3H10NO	c
Stmyn_c	streptomycin(3+)	C21H42N7O12	c
C16620_c	6-Methylthioguanosine	C11H16N5O7PS	c
ggl_e	Galactosylglycerol	C9H18O8	e
ggl_c	Galactosylglycerol	C9H18O8	c
fpram_c	2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine	C8H15N3O8P	c
imacp_c	3-(Imidazol-4-yl)-2-oxopropyl phosphate	C6H7N2O5P	c
psi150_c	phosphatidylserine (diisopentadecanoyl, iso-C15:0)	C36H69N1O10P1	c
Cluster23_nrps_ladderane_e	Cluster23_nrps_ladderane_e		e
Cluster23_nrps_ladderane_c	Cluster23_nrps_ladderane_c		c
tpalm2eACP_c	trans-Hexadec-2-enoyl-[acyl-carrier protein]	C27H49N2O8PRS	c
rml_c	L-Rhamnulose	C6H12O5	c
C16663_c	Tryparedoxin		c
udpg_c	UDPglucose	C15H22N2O17P2	c
igam_c	1D-myo-inositol 2-deoxy-D-glucopyranoside	C12H24NO10	c
C00302_c	Glutamate	C5H9NO4	c
nmptrc_c	N-methylputrescinium(2+)	C5H16N2	c
C14850_c	Benzo[a]pyrene-7,8-oxide	C20H12O	c
12dgrai150_c	1,2-Diacyl-sn-glycerol (diante-isopentadecanoyl, ante-iso-C15:0)	C33H64O5	c
3hiC12ACP_c	(R)-3-Hydroxyisododecanoyl-[acyl-carrier protein]	C23H43N2O9PRS	c
co2_c	CO2	CO2	c
co2_e	CO2	CO2	e
C14852_c	Benzo[a]pyrene-7,8-diol	C20H14O2	c
chtbs_c	N,N'-diacetylchitobiose	C16H28N2O11	c
chtbs_e	N,N'-diacetylchitobiose	C16H28N2O11	e
dhdascb_c	L-dehydroascorbate	C6H5O6	c
iC6ACP_c	Isohexanoyl-ACP (iso-C6:0ACP)	C17H31N2O8PRS	c
glx_c	Glyoxylate	C2H1O3	c
g15l_c	D-Glucono-1,5-lactone	C6H10O6	c
C16169_c	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA	C43H66N7O17P3S	c
salc6p_c	Salicin 6-phosphate	C13H17O10P	c
3amp_e	3'-AMP	C10H12N5O7P	e
pgp140_c	Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)	C34H65O13P2	c
hLkynr_c	3-Hydroxy-L-kynurenine	C10H12N2O4	c
dhea_c	dehydroepiandrosterone	C19H28O2	c
dad_DASH_2_e	Deoxyadenosine	C10H13N5O3	e
dad_DASH_2_c	Deoxyadenosine	C10H13N5O3	c
dmbzid_c	5,6-Dimethylbenzimidazole	C9H10N2	c
C14786_c	(1R,2S)-Naphthalene	C10H8O	c
g3pc_e	sn-Glycero-3-phosphocholine	C8H20NO6P	e
hpyr_c	Hydroxypyruvate	C3H3O4	c
amp_c	AMP	C10H12N5O7P	c
12dgri160_c	1,2-Diacyl-sn-glycerol (diisohexadecanoyl, iso-C16:0)	C35H68O5	c
prfp_c	1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide	C15H21N5O15P2	c
3oxdhscoa_c	3-oxo-5,6-dehydrosuberyl-CoA	C29H39N7O20P3S	c
nicrns_c	beta-D-ribosylnicotinate	C11H13NO6	c
4fe4s_c	[4Fe-4S] iron-sulfur cluster	S4Fe4	c
tagai150_c	Triacylglycerol (triante-isopentadecanoyl, ante-iso-C15:0)	C48H92O6	c
ps140_c	phosphatidylserine (ditetradecanoyl, n-C14:0)	C34H65N1O10P1	c
2cpr5p_c	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	C12H13NO9P	c
tiC182eACP_c	trans-isooctadec-2-enoyl-[acyl-carrier protein]	C29H53N2O8PRS	c
mmtsa_c	(S)-Methylmalonate semialdehyde	C4H5O3	c
thym_e	Thymine	C5H6N2O2	e
fadh2_c	Flavin adenine dinucleotide reduced	C27H33N9O15P2	c
thym_c	Thymine	C5H6N2O2	c
pgp141_c	Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)	C34H61O13P2	c
succ_c	Succinate	C4H4O4	c
succ_e	Succinate	C4H4O4	e
bht_DASH_L_c	bht_DASH_L_c		c
ahcys_c	S-Adenosyl-L-homocysteine	C14H20N6O5S	c
3oocoa_c	3-Oxooctanoyl-CoA	C29H44N7O18P3S	c
id3acald_c	indole-3-acetaldehyde	C10H9NO	c
man_e	D-Mannose	C6H12O6	e
histrna_c	L-Histidyl-tRNA(His)	C6H8N3OR	c
3haiC13ACP_c	(R)-3-Hydroxyante-isotridecanoyl-[acyl-carrier protein]	C24H45N2O9PRS	c
man_c	D-Mannose	C6H12O6	c
1ag3p_SC_c	1-acyl-sn-glycerol 3-phosphate	C4H6O7PR	c
ps180_c	phosphatidylserine (dioctadecanoyl, n-C18:0)	C42H81N1O10P1	c
aps_c	Adenosine 5'-phosphosulfate	C10H12N5O10PS	c
CDA_c	calcium-dependent antibiotics 2b	C67H75N14O29P	c
od2coa_c	trans-Octadec-2-enoyl-CoA	C39H64N7O17P3S	c
gly_e	Glycine	C2H5NO2	e
nadph_c	Nicotinamide adenine dinucleotide phosphate - reduced	C21H26N7O17P3	c
3hhdcoa_c	(S)-3-Hydroxyhexadecanoyl-CoA	C37H62N7O18P3S	c
butACP_c	Butyryl-ACP (n-C4:0ACP)	C15H27N2O8PRS	c
hxcoa_c	Hexanoyl-CoA (n-C6:0CoA)	C27H42N7O17P3S	c
k_c	potassium	K	c
k_e	potassium	K	e
dcdp_c	dCDP	C9H12N3O10P2	c
no3_e	Nitrate	NO3	e
strdnccoa_c	(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA	C39H58N7O17P3S	c
no3_c	Nitrate	NO3	c
cmusa_c	aminocarboxymuconate semialdehyde	C7H6NO5	c
aicar_c	5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide	C9H13N4O8P	c
C16365_c	5-Acetylamino-6-formylamino-3-methyluracil	C8H10N4O4	c
trnaval_c	tRNA(Val)	R	c
C05796_c	Galactan	(C12H20O11)n	c
3oiC7ACP_c	3-Oxoisoheptanoyl-[acyl-carrier protein]	C18H31N2O9PRS	c
5ddglcn_c	2-Deoxy-5-keto-D-gluconic acid	C6H9O6	c
3htdcoa_c	(S)-3-Hydroxytetradecanoyl-CoA	C35H58N7O18P3S	c
C14859_c	Chloroacetyl	C2H2Cl2O	c
hspmd_c	sym-homospermidinium(3+)	C8H24N3	c
C01880_c	epsilon-Caprolactone	C6H10O2	c
3pg_c	3-Phospho-D-glycerate	C3H4O7P	c
ferrioxamE_e	Ferrioxamine E	C25H45FeN6O8	e
23cump_e	2',3'-Cyclic UMP	C9H10N2O8P	e
C00433_c	2,5-Dioxopentanoate	C5H6O4	c
onpthl_c	naphthalene 1,2-oxide	C10H8O	c
C14089_c	1-Hydroxymethylnaphthalene	C11H10O	c
dttp_c	dTTP	C10H13N2O14P3	c
C05413_c	all-trans-Phytoene	C40H64	c
Nforglu_c	N-formyl-L-glutamate(2-)	C6H7NO5	c
psai170_c	phosphatidylserine (diante-isoheptadecanoyl, ante-iso-C17:0)	C40H77N1O10P1	c
sertrna_c	L-Seryl-tRNA(Ser)	C3H6NO2R	c
argsuc_c	N(omega)-(L-Arginino)succinate	C10H17N4O6	c
dhpt_c	Dihydropteroate	C14H13N6O3	c
abt_DASH_D_c	D-Arabinitol	C5H12O5	c
5odhf2a_c	5-Oxo-4,5-dihydrofuran-2-acetate	C6H5O4	c
abt_DASH_D_e	D-Arabinitol	C5H12O5	e
trnaile_c	tRNA(Ile)	R	c
futal_c	futalosine	C19H17N4O7	c
C00599_c	Cholest-4-en-3-one	C27H44O	c
5hoxindact_c	(5-hydroxyindol-3-yl)acetaldehyde	C10H9NO2	c
3haiC11ACP_c	(R)-3-Hydroxyante-isoundecanoyl-[acyl-carrier protein]	C22H41N2O9PRS	c
uri_c	Uridine	C9H12N2O6	c
gullac_c	L-gulono-1,4-lactone	C6H10O6	c
uri_e	Uridine	C9H12N2O6	e
pi141_c	phosphatidylinositol (ditetradec-7-enoyl, n-C14:1)	C37H66O13P1	c
urcan_c	Urocanate	C6H5N2O2	c
iC14ACP_c	Isomyristoyl-ACP (iso-C14:0ACP)	C25H47N2O8PRS	c
34hpp_c	3-(4-Hydroxyphenyl)pyruvate	C9H7O4	c
3hiC6ACP_c	(R)-3-Hydroxyisohexanoyl-[acyl-carrier protein]	C17H31N2O9PRS	c
C03440_c	cis-4-Hydroxy-D-proline	C5H9NO3	c
3ohexACP_c	3-Oxohexanoyl-[acyl-carrier protein]	C17H29N2O9PRS	c
tyr_DASH_L_e	L-Tyrosine	C9H11NO3	e
pgai150_c	Phosphatidylglycerol (diante-isopentadecanoyl, ante-iso-C15:0)	C36H70O10P1	c
tyr_DASH_L_c	L-Tyrosine	C9H11NO3	c
C16181_c	beta-2,3,4,5,6-Pentachlorocyclohexanol	C6H7Cl5O	c
uacgam_c	UDP-N-acetyl-D-glucosamine	C17H25N3O17P2	c
cu2_c	Cu2+	Cu	c
C06598_c	2,4,5-Trichloro-2,5-cyclohexadiene-1-ol	C6H5Cl3O	c
cu2_e	Cu2+	Cu	e
C05557_c	Isopenicillin	C14H21N3O6S	c
hepdca_c	heptadecanoate (n-C17:0)	C17H33O2	c
6pgc_c	6-Phospho-D-gluconate	C6H10O10P	c
3dhq_c	3-Dehydroquinate	C7H9O6	c
anhgm3p_c	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide	C34H52N6O19	c
C17345_c	(25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA	C48H80N7O19P3S	c
dpcoa_c	Dephospho-CoA	C21H33N7O13P2S	c
C16586_c	2-Phenyl-1,3-propanediol	C10H13NO3	c
dtdp_c	dTDP	C10H13N2O11P2	c
iC7ACP_c	Isoheptanoyl-ACP (iso-C7:0ACP)	C18H33N2O8PRS	c
acryl_c	acrylate	C3H3O2	c
pg161_c	Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)	C38H70O10P1	c
palmACP_c	Palmitoyl-ACP (n-C16:0ACP)	C27H51N2O8PRS	c
nicrnt_c	Nicotinate D-ribonucleotide	C11H12NO9P	c
C03360_c	4-Nitrophenyl	C6H6NO6P	c
ibcoa_c	Isobutyryl-CoA	C25H38N7O17P3S	c
C02686_c	Galactosylceramide	C25H46NO8R	c
pad_c	2-phenylacetamide	C8H9NO	c
3hiC9ACP_c	(R)-3-Hydroxyisononanoyl-[acyl-carrier protein]	C20H37N2O9PRS	c
iacgam_c	1D-myo-inositol 2-Acetamido-2-deoxy-D-glucopyranoside	C14H25NO11	c
3oiC13ACP_c	3-Oxoisotridecanoyl-[acyl-carrier protein]	C24H43N2O9PRS	c
sufbcd_DASH_2fe2s2_c	SufBCD with two bound [2Fe-2S] clusters	O2S10Fe4R	c
bwco1gdp_c	tungsten bispterin cofactor mono-guanine dinucleotide	C30H32N15O20P3S4W	c
C04230_c	1-Acyl-sn-glycero-3-phosphocholine	C9H20NO7PR	c
mercppyr_c	3-mercaptopyruvate	C3H3O3S	c
tiC172eACP_c	trans-isoheptadec-2-enoyl-[acyl-carrier protein]	C28H51N2O8PRS	c
asntrna_c	Asn-tRNA(Asn)	C14H23N2O12PR2(C5H8O6PR)n	c
pap_c	Adenosine 3',5'-bisphosphate	C10H11N5O10P2	c
catechol_c	catechol	C6H6O2	c
gln_DASH_L_e	L-Glutamine	C5H10N2O3	e
apoACPredQ_c	apoprotein [acyl carrier protein] (RED - redQ)	RHO	c
gln_DASH_L_c	L-Glutamine	C5H10N2O3	c
udpgal_c	UDPgalactose	C15H22N2O17P2	c
hxa_c	Hexanoate (n-C6:0)	C6H11O2	c
3ohepdcaACP_c	3-Oxoheptadecanoyl-[acyl-carrier protein]	C28H51N2O9PRS	c
4gudbutn_c	4-guanidinobutanoic acid zwitterion	C5H11N3O2	c
C18627_c	1,3-Dichloropropene	C3H4Cl2	c
C19604_c	7,12-Dimethylbenz[a]anthracene	C20H16O	c
adprib_c	ADPribose	C15H21N5O14P2	c
C03170_c	Trypanothione	C27H47N9O10S2	c
t3c7mrseACP_c	trans-3-cis-7-myristoleoyl-[acyl-carrier protein]	C25H43N2O8PRS	c
acac_c	Acetoacetate	C4H5O3	c
acser_c	O-Acetyl-L-serine	C5H9NO4	c
acser_e	O-Acetyl-L-serine	C5H9NO4	e
pepd_c	a peptide	C2H4NO2R(C2H2NOR)n	c
pep_c	Phosphoenolpyruvate	C3H2O6P	c
L2aadp_c	L-2-aminoadipate	C6H10NO4	c
ps160_c	phosphatidylserine (dihexadecanoyl, n-C16:0)	C38H73N1O10P1	c
pg120_c	Phosphatidylglycerol (didodecanoyl, n-C12:0)	C30H58O10P1	c
3hcpalm9eACP_c	(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]	C27H49N2O9PRS	c
C16466_c	7-Methyl-3-oxo-6-octenoyl-CoA	C30H48N7O18P3S	c
ppgpp_c	Guanosine 3',5'-bis(diphosphate)	C10H11N5O17P4	c
im4act_c	imidazole-4-acetaldehyde	C5H6N2O	c
2fe1s_c	[2Fe-1S] desulfurated iron-sulfur cluster	SFe2	c
hdcoa_c	Hexadecenoyl-CoA (n-C16:1CoA)	C37H60N7O17P3S	c
glyald_e	D-Glyceraldehyde	C3H6O3	e
glyald_c	D-Glyceraldehyde	C3H6O3	c
opmeACP_c	3-Oxo-pimeloyl-[acyl-carrier protein] methyl ester	C19H31N2O11PRS	c
malt_c	Maltose	C12H22O11	c
malt_e	Maltose	C12H22O11	e
G13057_c	G13057		c
cystrna_c	L-Cysteinyl-tRNA(Cys)	C3H6NOSR	c
C01290_c	beta-D-Galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide	C31H56NO13R	c
ivACP_c	Isovaleryl-ACP (iso-C5:0ACP)	C16H29N2O8PRS	c
taur_e	Taurine	C2H7NO3S	e
taur_c	Taurine	C2H7NO3S	c
C02565_c	N-Methylhydantoin	C4H6N2O2	c
dxyl5p_c	1-deoxy-D-xylulose 5-phosphate	C5H9O7P	c
clpnai150_c	cardiolipin (ante-isotetrapentadecanoyl, ante-iso-C15:0)	C69H132O17P2	c
s7p_c	Sedoheptulose 7-phosphate	C7H13O10P	c
peamn_c	phenylethylamine	C8H12N	c
pac_c	Phenylacetic acid	C8H7O2	c
3oiC16ACP_c	3-Oxoisohexadecanoyl-[acyl-carrier protein]	C27H49N2O9PRS	c
udcpp_c	Undecaprenyl phosphate	C55H89O4P	c
inost_e	myo-Inositol	C6H12O6	e
fald_c	Formaldehyde	CH2O	c
inost_c	myo-Inositol	C6H12O6	c
C04618_c	(3R)-3-Hydroxybutanoyl-[acyl-carrier	C4H7O2SR	c
thdp_c	2,3,4,5-Tetrahydrodipicolinate	C7H7NO4	c
4abutn_c	4-Aminobutanal	C4H10NO	c
udpglcur_c	UDP-D-glucuronate	C15H19N2O18P2	c
C19586_c	Aflatoxin	C17H12O7	c
iC16ACP_c	Isopalmitoyl-ACP (iso-C16:0ACP)	C27H51N2O8PRS	c
mmcoa_DASH_R_c	(R)-Methylmalonyl-CoA	C25H35N7O19P3S	c
2p4c2me_c	2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	C14H22N3O17P3	c
C06001_c	(S)-3-Hydroxyisobutyrate	C4H8O3	c
dhgly_c	dehydroglycine	C2H2NO2	c
2dda7p_c	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate	C7H10O10P	c
h2mb4p_c	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate	C5H9O8P2	c
progly_c	L-Prolinylglycine	C7H12N2O3	c
23dhmp_c	(R)-2,3-Dihydroxy-3-methylpentanoate	C6H11O4	c
cdpdaiC15g_c	CDP-1,2-diante-isopentadecanoylglycerol	C42H75N3O15P2	c
iC8ACP_c	Isooctanoyl-ACP (iso-C8:0ACP)	C19H35N2O8PRS	c
met_DASH_L_e	L-Methionine	C5H11NO2S	e
met_DASH_L_c	L-Methionine	C5H11NO2S	c
duri_e	Deoxyuridine	C9H12N2O5	e
duri_c	Deoxyuridine	C9H12N2O5	c
for_e	Formate	CH1O2	e
for_c	Formate	CH1O2	c
guln_c	L-gulonate	C6H11O7	c
G13058_c	G13058		c
alatrna_c	L-Alanyl-tRNA(Ala)	C3H6NOR	c
udpacgal_c	UDP-N-acetyl-D-galactosamine	C17H25N3O17P2	c
psi140_c	phosphatidylserine (diisotetradecanoyl, iso-C14:0)	C34H65N1O10P1	c
prpncoa_c	acryloyl-CoA(4-)	C24H34N7O17P3S	c
pre6b_c	Precorrin 6B	C44H49N4O16	c
nadp_c	Nicotinamide adenine dinucleotide phosphate	C21H25N7O17P3	c
oxadpcoa_c	3-Oxoadipyl-CoA	C27H37N7O20P3S	c
triglyc_SC_c	a triacylglycerol	C6H5O6R3	c
C03272_c	Globoside	C45H79N2O23R	c
suc6p_c	sucrose 6(F)-phosphate(2-)	C12H21O14P	c
tiC72eACP_c	trans-isohep-2-enoyl-[acyl-carrier protein]	C18H31N2O8PRS	c
tiC92eACP_c	trans-isonon-2-enoyl-[acyl-carrier protein]	C20H35N2O8PRS	c
C16469_c	3-Hydroxy-5-methylhex-4-enoyl-CoA	C28H46N7O18P3S	c
dgmp_e	dGMP	C10H12N5O7P	e
dmlz_c	6,7-Dimethyl-8-(1-D-ribityl)lumazine	C13H18N4O6	c
dgmp_c	dGMP	C10H12N5O7P	c
tiC132eACP_c	trans-isotridec-2-enoyl-[acyl-carrier protein]	C24H43N2O8PRS	c
thmpp_c	Thiamine diphosphate	C12H16N4O7P2S	c
c2m26dcoa_c	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA	C31H46N7O17P3S	c
f6p_c	D-Fructose 6-phosphate	C6H11O9P	c
um4p_c	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine	C38H56N8O27P2	c
coa_c	Coenzyme A	C21H32N7O16P3S	c
5aprbu_c	5-Amino-6-(5'-phosphoribitylamino)uracil	C9H15N4O9P	c
nadh_c	Nicotinamide adenine dinucleotide - reduced	C21H27N7O14P2	c
melt_e	Melibiitol	C12H24O11	e
melt_c	Melibiitol	C12H24O11	c
am6sa_c	2-aminomuconic 6-semialdehyde	C6H7NO3	c
ocACP_c	Octanoyl-ACP (n-C8:0ACP)	C19H35N2O8PRS	c
pg170_c	Phosphatidylglycerol (diheptadecanoyl, n-C17:0)	C40H78O10P1	c
C05526_c	S-Glutathionyl-L-cysteine	C13H22N4O8S2	c
C16634_c	5-Fluorouridine	C9H12FN2O9P	c
C04261_c	Protein	C7H9N4O5PR2	c
3oiC18ACP_c	3-Oxoisooctadecanoyl-[acyl-carrier protein]	C29H53N2O9PRS	c
C05703_c	Methaneselenol	CH4Se	c
trnaglu_c	tRNA (Glu)	R	c
sbt_DASH_D_e	D-Sorbitol	C6H14O6	e
12dgr140_c	1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)	C31H60O5	c
sbt_DASH_D_c	D-Sorbitol	C6H14O6	c
aproa_c	3-ammoniopropanal	C3H8NO	c
dopa_c	dopamine	C8H12NO2	c
orot_e	Orotate	C5H3N2O4	e
toctd2eACP_c	trans-octadec-2-enoyl-[acyl-carrier protein]	C29H53N2O8PRS	c
orot_c	Orotate	C5H3N2O4	c
C16256_c	(E)-Cinnamoyl-CoA	C30H42N7O17P3S	c
1ddecg3p_c	1-dodecanoyl-sn-glycerol 3-phosphate	C15H29O7P1	c
oaa_c	Oxaloacetate	C4H2O5	c
alpro_c	S(8)-aminomethyldihydrolipoylprotein	C9H19N2OS2R	c
C14864_c	S-(2-Chloroacetyl)glutathione	C12H18ClN3O7S	c
ohpb_c	2-Oxo-3-hydroxy-4-phosphobutanoate	C4H4O8P	c
mssg_c	mycothiol (oxidized - dimer)	C34H58N4O24S2	c
tag161_c	Triacylglycerol (trihexadec-9-enoyl, n-C16:1)	C51H92O6	c
oxalcoa_c	Oxalyl-CoA	C23H31N7O19P3S	c
dolmanp_c	Dolichyl phosphate D-mannose	C26H47O9P(C5H8)n	c
skm5p_c	Shikimate 5-phosphate	C7H8O8P	c
acACP_c	Acetyl-ACP	C13H23N2O8PRS	c
glyb_e	Glycine betaine	C5H11NO2	e
glyb_c	Glycine betaine	C5H11NO2	c
cdpdddecg_c	CDP-1,2-didodecanoylglycerol	C36H63N3O15P2	c
pnto_DASH_R_e	(R)-Pantothenate	C9H16NO5	e
pnto_DASH_R_c	(R)-Pantothenate	C9H16NO5	c
C16633_c	5-Fluorouridine	C9H11FN2O6	c
4tmeabut_c	4-trimethylammoniobutanal	C7H16NO	c
C14099_c	2-Naphthaldehyde	C11H8O	c
C02167_c	Maleylpyruvate	C7H6O6	c
C04884_c	N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide	C50H86N3O26R	c
C15811_c	[Enzyme]-cysteine	C4H6N2O2SR2	c
cdpdiC14g_c	CDP-1,2-diisotetradecanoylglycerol	C40H71N3O15P2	c
cdpdodec11eg_c	CDP-1,2-dioctadec-11-enoylglycerol	C48H83N3O15P2	c
C04052_c	5-Carboxy-2-oxohept-3-enedioate	C8H8O7	c
C06205_c	1,2-Dihydronaphthalene-1,2-diol	C10H10O2	c
C00462_c	Halide	HX	c
actACP_c	Acetoacetyl-ACP	C15H25N2O9PRS	c
bmocogdp_c	bis-molybdopterin guanine dinucleotide	C40H44N20O27P4S4Mo	c
clpn150_c	cardiolipin (tetrapentadecanoyl, n-C15:0)	C69H132O17P2	c
2dmmql9_c	2-Demethylmenaquinol 9	C55H80O2	c
C04574_c	di-trans,poly-cis-Undecaprenyl	C55H92O7P2	c
3haACP_c	(3R)-3-Hydroxyacyl-[acyl-carrier protein]	C15H27N2O9PRS	c
C11536_c	(2R)-O-Phospho-3-sulfolactate	C3H7O9PS	c
methf_c	5,10-Methenyltetrahydrofolate	C20H20N7O6	c
fru_c	D-Fructose	C6H12O6	c
agdpcbi_c	Adenosine-GDP-cobinamide	C68H95CoN21O21P2	c
C14793_c	(1R)-Glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene	C20H25N3O7S	c
tiC122eACP_c	trans-isododec-2-enoyl-[acyl-carrier protein]	C23H41N2O8PRS	c
cdpdiC15g_c	CDP-1,2-diisopentadecanoylglycerol	C42H75N3O15P2	c
acoa_c	acyl-CoA	C22H31N7O17P3SR	c
hgbam_c	Hydrogenobyrinate a,c diamide	C45H57N6O12	c
pa141_c	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate	C31H55O8P1	c
trp_DASH_L_c	L-Tryptophan	C11H12N2O2	c
C14791_c	(1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene	C20H25N3O7S	c
cobalt2_e	Co2+	Co	e
gtca2_c	glycerol teichoic acid (n=25), unlinked, D-ala substituted	C166H328N27O161P25	c
C02320_c	R-S-Glutathione	C10H16N3O6SR	c
cobalt2_c	Co2+	Co	c
forglu_c	N-Formimidoyl-L-glutamate	C6H8N2O4	c
C04432_c	tRNA	C15H22N5O7P(C5H8O6PR)n(C5H8O6PR)n	c
pmtcoa_c	Palmitoyl-CoA (n-C16:0CoA)	C37H62N7O17P3S	c
C12831_c	3,4,6-Trichlorocatechol	C6H3Cl3O2	c
uaGgla_c	undecaprenyldiphosphonato-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-L-lysyl-D-alanyl-D-alanine	C86H140N7O21P2	c
C12833_c	2,3,5-Trichloro-cis,cis-muconate	C6H3Cl3O4	c
pan4p_c	Pantetheine 4'-phosphate	C11H21N2O7PS	c
cdpglyc_c	CDPglycerol	C12H19N3O13P2	c
cgly_c	Cys-Gly	C5H10N2O3S	c
phthr_c	O-Phospho-4-hydroxy-L-threonine	C4H8NO7P	c
34dhbz_c	3,4-Dihydroxybenzoate	C7H5O4	c
2dr1p_c	2-Deoxy-D-ribose 1-phosphate	C5H9O7P	c
C00416_c	Phosphatidate	C5H7O8PR2	c
murein4px4px4p_c	three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)	C111H167N21O58	c
urea_c	Urea	CH4N2O	c
gdpmann_c	GDP-D-mannose	C16H23N5O16P2	c
3ohepACP_c	3-Oxoheptanoyl-[acyl-carrier protein]	C18H31N2O9PRS	c
pgpai170_c	Phosphatidylglycerophosphate (diante-isoheptadecanoyl, ante-iso-C17:0)	C40H77O13P2	c
pi_c	Phosphate	HO4P	c
pi_e	Phosphate	HO4P	e
grdp_c	Geranyl diphosphate	C10H17O7P2	c
co2dam_c	Cob(II)yrinate a,c diamide	C45H56CoN6O12	c
