Reaction ID	Reaction name	Lower bound	Reaction equation	GPR	Pathway
MPTG	murein polymerizing transglycosylase	0.0	2.0 uaagmda_c -> 2.0 udcpdp_c + 1.0 murein5p5p_c + 2.0 h_c	(SAP1_RS22510 or SAP1_RS32935 or SAP1_RS15400 or SAP1_RS20975 or SAP1_RS22310)	Murein Biosynthesis
MPTG2	murein polymerizing transglycosylase 2 (three linked units)	0.0	1.0 uaagmda_c + 1.0 murein5p5p_c -> 1.0 udcpdp_c + 1.0 murein5p5p5p_c + 1.0 h_c	(SAP1_RS22510 or SAP1_RS32935 or SAP1_RS15400 or SAP1_RS20975 or SAP1_RS22310)	Murein Biosynthesis
4PCP	tetrapeptide L,D-carboxypeptidase	0.0	1.0 LalaDgluMdapDala_c + 1.0 h2o_c -> 1.0 ala_DASH_D_c + 1.0 LalaDgluMdap_c	(SAP1_RS10035)	Murein Recycling
ACGAMK	N-acetylglucosamine kinase	0.0	1.0 acgam_c + 1.0 atp_c -> 1.0 acgam6p_c + 1.0 h_c + 1.0 adp_c	(SAP1_RS20410 or SAP1_RS05930 or SAP1_RS36980 or SAP1_RS10465)	Murein Recycling
AGM4PCP	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase	0.0	1.0 h2o_c + 1.0 anhgm4p_c -> 1.0 ala_DASH_D_c + 1.0 anhgm3p_c	(SAP1_RS10035)	Murein Recycling
AM4PCP	anhydrous-N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase	0.0	1.0 anhm4p_c + 1.0 h2o_c -> 1.0 ala_DASH_D_c + 1.0 anhm3p_c	(SAP1_RS10035)	Murein Recycling
ANHMK	1,6-anhydrous-N-Acetylmuramate kinase	0.0	1.0 anhm_c + 1.0 h2o_c + 1.0 atp_c -> 1.0 acmum6p_c + 1.0 h_c + 1.0 adp_c	(SAP1_RS09065)	Murein Recycling
LADGMDH	L-alanyl-gamma-D-glutamyl-meso-diaminopimelate hydrolase	0.0	1.0 h2o_c + 1.0 LalaDgluMdap_c -> 1.0 26dap_DASH_M_c + 1.0 LalaDglu_c	(SAP1_RS16970 or SAP1_RS32475)	Murein Recycling
MDDEP1	murein D,D-endopeptidase (murein4px4p)	0.0	1.0 h2o_c + 1.0 murein4px4p_c -> 1.0 murein4p4p_c	(SAP1_RS24155)	Murein Recycling
MDDEP2	murein D,D-endopeptidase (murein3px4p)	0.0	1.0 murein3px4p_c + 1.0 h2o_c -> 1.0 murein4p3p_c	(SAP1_RS24155)	Murein Recycling
MDDEP3	murein D,D-endopeptidase (murein5px4p)	0.0	1.0 h2o_c + 1.0 murein5px4p_c -> 1.0 murein5p4p_c	(SAP1_RS24155)	Murein Recycling
MDDEP4	murein D,D-endopeptidase (murein4px4px4p)	0.0	1.0 murein4px4px4p_c + 1.0 h2o_c -> 1.0 murein4px4p4p_c	(SAP1_RS24155)	Murein Recycling
UM4PCP	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine L,D-carboxypeptidase	0.0	1.0 h2o_c + 1.0 um4p_c -> 1.0 ala_DASH_D_c + 1.0 ugmd_c	(SAP1_RS10035)	Murein Recycling
ALLTAH	allantoicase	0.0	1.0 alltt_c + 1.0 h2o_c -> 1.0 urdglyc_c + 1.0 urea_c	(SAP1_RS10540)	Nitrogen Metabolism
ALLTN	allantoinase	0.0	1.0 h2o_c + 1.0 alltn_c -> 1.0 alltt_c + 1.0 h_c	(SAP1_RS10545 or SAP1_RS10310 or SAP1_RS35375)	Nitrogen Metabolism
NO3R2	Nitrate reductase (menaquinol-9)	0.0	1.0 no3_c + 2.0 h_c + 1.0 mql9_c -> 1.0 h2o_c + 2.0 h_e + 1.0 mqn9_c + 1.0 no2_c	((SCO0216 and SCO0217 and SCO0218 and SCO0219) or (SCO4947 and SCO4948 and SCO4949 and SCO4950) or (SCO6532 and SCO6533 and SCO6534 and SCO6535) or SAP1_RS09705 or SAP1_RS12220)	Nitrogen Metabolism
NODOx	nitric oxide dioxygenase	0.0	2.0 o2_c + 1.0 nadh_c + 2.0 no_c -> 1.0 h_c + 1.0 nad_c + 2.0 no3_c	(SAP1_RS30755)	Nitrogen Metabolism
NODOy	nitric oxide dioxygenase	0.0	2.0 o2_c + 1.0 nadph_c + 2.0 no_c -> 1.0 nadp_c + 1.0 h_c + 2.0 no3_c	(SAP1_RS30755)	Nitrogen Metabolism
23PDE2e	2',3'-cyclic-nucleotide phosphodiesterase (UMP)	0.0	1.0 h2o_e + 1.0 23cump_e -> 1.0 3ump_e + 1.0 h_e	(SAP1_RS32075)	Nucleotide Salvage Pathway
23PDE4e	2',3'-cyclic-nucleotide phosphodiesterase (CMP)	0.0	1.0 23ccmp_e + 1.0 h2o_e -> 1.0 h_e + 1.0 3cmp_e	(SAP1_RS32075)	Nucleotide Salvage Pathway
23PDE7e	2',3'-cyclic-nucleotide phosphodiesterase (AMP)	0.0	1.0 23camp_e + 1.0 h2o_e -> 1.0 h_e + 1.0 3amp_e	(SAP1_RS32075)	Nucleotide Salvage Pathway
23PDE9e	2',3'-cyclic-nucleotide phosphodiesterase (GMP)	0.0	1.0 h2o_e + 1.0 23cgmp_e -> 1.0 h_e + 1.0 3gmp_e	(SAP1_RS32075)	Nucleotide Salvage Pathway
3NTD2e	3'-nucleotidase (UMP)	0.0	1.0 3ump_e + 1.0 h2o_e -> 1.0 pi_e + 1.0 uri_e	(SAP1_RS32075)	Nucleotide Salvage Pathway
3NTD4e	3'-nucleotidase (CMP)	0.0	1.0 h2o_e + 1.0 3cmp_e -> 1.0 pi_e + 1.0 cytd_e	(SAP1_RS32075)	Nucleotide Salvage Pathway
3NTD7e	3'-nucleotidase (AMP)	0.0	1.0 h2o_e + 1.0 3amp_e -> 1.0 adn_e + 1.0 pi_e	(SAP1_RS32075)	Nucleotide Salvage Pathway
3NTD9e	3'-nucleotidase (GMP)	0.0	1.0 3gmp_e + 1.0 h2o_e -> 1.0 gsn_e + 1.0 pi_e	(SAP1_RS32075)	Nucleotide Salvage Pathway
ADA	Adenosine deaminase	0.0	1.0 h2o_c + 1.0 adn_c + 1.0 h_c -> 1.0 nh4_c + 1.0 ins_c	(SAP1_RS13560 or SAP1_RS25405 or SAP1_RS28860 or SAP1_RS17435 or SAP1_RS06345 or SAP1_RS17435 or SAP1_RS06345)	Nucleotide Salvage Pathway
ADK1	adenylate kinase	-1000.0	1.0 amp_c + 1.0 atp_c <=> 2.0 adp_c	(SAP1_RS25610)	Nucleotide Salvage Pathway
ADK2i	adenylate kinase (Inorganic triphosphate, irreversible)	0.0	1.0 pppi_c + 1.0 amp_c -> 1.0 ppi_c + 1.0 adp_c	(SAP1_RS25610)	Nucleotide Salvage Pathway
ADK3i	adentylate kinase (GTP, irreversible)	0.0	1.0 gtp_c + 1.0 amp_c -> 1.0 gdp_c + 1.0 adp_c	(SAP1_RS25610)	Nucleotide Salvage Pathway
ADK4i	adentylate kinase (ITP, irreversible)	0.0	1.0 amp_c + 1.0 itp_c -> 1.0 adp_c + 1.0 idp_c	(SAP1_RS25610)	Nucleotide Salvage Pathway
ADNCYC	adenylate cyclase	0.0	1.0 atp_c -> 1.0 ppi_c + 1.0 camp_c	(SAP1_RS17295)	Nucleotide Salvage Pathway
ADNK1	adenosine kinase	0.0	1.0 adn_c + 1.0 atp_c -> 1.0 h_c + 1.0 adp_c + 1.0 amp_c	(SAP1_RS31215)	Nucleotide Salvage Pathway
ADPRDP	ADPribose diphosphatase	0.0	1.0 h2o_c + 1.0 adprib_c -> 1.0 r5p_c + 1.0 amp_c + 2.0 h_c	(SAP1_RS33535)	Nucleotide Salvage Pathway
ADPT	adenine phosphoribosyltransferase	0.0	1.0 ade_c + 1.0 prpp_c -> 1.0 ppi_c + 1.0 amp_c	(SAP1_RS35245)	Nucleotide Salvage Pathway
CSND	Cytosine deaminase	0.0	1.0 h2o_c + 1.0 csn_c + 1.0 h_c -> 1.0 ura_c + 1.0 nh4_c	(SAP1_RS25360)	Nucleotide Salvage Pathway
CYTD	cytidine deaminase	0.0	1.0 cytd_c + 1.0 h2o_c + 1.0 h_c -> 1.0 uri_c + 1.0 nh4_c	(SAP1_RS17470)	Nucleotide Salvage Pathway
CYTK1	cytidylate kinase (CMP)	-1000.0	1.0 atp_c + 1.0 cmp_c <=> 1.0 cdp_c + 1.0 adp_c	(SAP1_RS33625)	Nucleotide Salvage Pathway
CYTK2	cytidylate kinase (dCMP)	-1000.0	1.0 dcmp_c + 1.0 atp_c <=> 1.0 adp_c + 1.0 dcdp_c	(SAP1_RS33625)	Nucleotide Salvage Pathway
DADA	Deoxyadenosine deaminase	0.0	1.0 h2o_c + 1.0 h_c + 1.0 dad_DASH_2_c -> 1.0 din_c + 1.0 nh4_c	(SAP1_RS13560 or SAP1_RS25405 or SAP1_RS28860 or SAP1_RS17435 or SAP1_RS06345 or SAP1_RS17435 or SAP1_RS06345)	Nucleotide Salvage Pathway
DADK	deoxyadenylate kinase	-1000.0	1.0 damp_c + 1.0 atp_c <=> 1.0 dadp_c + 1.0 adp_c	(SAP1_RS25610)	Nucleotide Salvage Pathway
DCTPD	dCTP deaminase	0.0	1.0 h2o_c + 1.0 h_c + 1.0 dctp_c -> 1.0 dutp_c + 1.0 nh4_c	(SAP1_RS23140)	Nucleotide Salvage Pathway
DCTPD2	dCTP deaminase	0.0	1.0 ctp_c + 1.0 h2o_c + 1.0 h_c -> 1.0 utp_c + 1.0 nh4_c	(SAP1_RS23140)	Nucleotide Salvage Pathway
DCYTD	deoxycytidine deaminase	0.0	1.0 dcyt_c + 1.0 h2o_c + 1.0 h_c -> 1.0 nh4_c + 1.0 duri_c	(SAP1_RS17470)	Nucleotide Salvage Pathway
DGK1	deoxyguanylate kinase (dGMP:ATP)	-1000.0	1.0 dgmp_c + 1.0 atp_c <=> 1.0 dgdp_c + 1.0 adp_c	(SAP1_RS35410)	Nucleotide Salvage Pathway
DTMPK	dTMP kinase	-1000.0	1.0 dtmp_c + 1.0 atp_c <=> 1.0 dtdp_c + 1.0 adp_c	()	Nucleotide Salvage Pathway
DURIK1	deoxyuridine kinase (ATP:Deoxyuridine)	0.0	1.0 atp_c + 1.0 duri_c -> 1.0 adp_c + 1.0 dump_c + 1.0 h_c	(SAP1_RS12640)	Nucleotide Salvage Pathway
DURIPP	deoxyuridine phosphorylase	-1000.0	1.0 pi_c + 1.0 duri_c <=> 1.0 ura_c + 1.0 2dr1p_c	(SAP1_RS17465)	Nucleotide Salvage Pathway
DUTPDP	dUTP diphosphatase	0.0	1.0 h2o_c + 1.0 dutp_c -> 1.0 ppi_c + 1.0 h_c + 1.0 dump_c	(SAP1_RS12565)	Nucleotide Salvage Pathway
GK1i	guanylate kinase (GMP:ATP, irreversible)	0.0	1.0 gmp_c + 1.0 atp_c -> 1.0 gdp_c + 1.0 adp_c	(SAP1_RS35410)	Nucleotide Salvage Pathway
GK2i	guanylate kinase (GMP:dATP, irreversible)	0.0	1.0 datp_c + 1.0 gmp_c -> 1.0 dadp_c + 1.0 gdp_c	(SAP1_RS35410)	Nucleotide Salvage Pathway
GUACYC	guanylate cyclase	0.0	1.0 gtp_c -> 1.0 ppi_c + 1.0 35cgmp_c	(SAP1_RS17295)	Nucleotide Salvage Pathway
GUAPRT	guanine phosphoribosyltransferase	0.0	1.0 gua_c + 1.0 prpp_c -> 1.0 ppi_c + 1.0 gmp_c	(SAP1_RS24170)	Nucleotide Salvage Pathway
HXAND	hypoxanthine dehydrogenase	0.0	1.0 h2o_c + 1.0 hxan_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 h_c + 1.0 xan_c	((SAP1_RS10910 and SAP1_RS10900) or (SAP1_RS08200 and SAP1_RS38015 and SAP1_RS38020 and SAP1_RS08195 and SAP1_RS38025) or (SAP1_RS10900 and SAP1_RS38025 and SAP1_RS38020 and SAP1_RS08195 and SAP1_RS08200 and SAP1_RS38015 and SAP1_RS03090))	Nucleotide Salvage Pathway
HXPRT	hypoxanthine phosphoribosyltransferase (Hypoxanthine)	0.0	1.0 hxan_c + 1.0 prpp_c -> 1.0 ppi_c + 1.0 imp_c	(SAP1_RS24170)	Nucleotide Salvage Pathway
NDPK1	nucleoside-diphosphate kinase (ATP:GDP)	-1000.0	1.0 gdp_c + 1.0 atp_c <=> 1.0 gtp_c + 1.0 adp_c	(SAP1_RS28220)	Nucleotide Salvage Pathway
NDPK2	nucleoside-diphosphate kinase (ATP:UDP)	-1000.0	1.0 udp_c + 1.0 atp_c <=> 1.0 utp_c + 1.0 adp_c	(SAP1_RS28220)	Nucleotide Salvage Pathway
NDPK3	nucleoside-diphosphate kinase (ATP:CDP)	-1000.0	1.0 cdp_c + 1.0 atp_c <=> 1.0 ctp_c + 1.0 adp_c	(SAP1_RS28220)	Nucleotide Salvage Pathway
NDPK4	nucleoside-diphosphate kinase (ATP:dTDP)	-1000.0	1.0 dtdp_c + 1.0 atp_c <=> 1.0 dttp_c + 1.0 adp_c	(SAP1_RS28220)	Nucleotide Salvage Pathway
NDPK5	nucleoside-diphosphate kinase (ATP:dGDP)	-1000.0	1.0 dgdp_c + 1.0 atp_c <=> 1.0 dgtp_c + 1.0 adp_c	(SAP1_RS28220)	Nucleotide Salvage Pathway
NDPK6	nucleoside-diphosphate kinase (ATP:dUDP)	-1000.0	1.0 dudp_c + 1.0 atp_c <=> 1.0 dutp_c + 1.0 adp_c	(SAP1_RS28220)	Nucleotide Salvage Pathway
NDPK7	nucleoside-diphosphate kinase (ATP:dCDP)	-1000.0	1.0 atp_c + 1.0 dcdp_c <=> 1.0 adp_c + 1.0 dctp_c	(SAP1_RS28220)	Nucleotide Salvage Pathway
NDPK8	nucleoside-diphosphate kinase (ATP:dADP)	-1000.0	1.0 dadp_c + 1.0 atp_c <=> 1.0 datp_c + 1.0 adp_c	(SAP1_RS28220)	Nucleotide Salvage Pathway
NDPK9	nucleoside-diphosphate kinase (ATP:IDP)	-1000.0	1.0 atp_c + 1.0 idp_c <=> 1.0 adp_c + 1.0 itp_c	(SAP1_RS28220)	Nucleotide Salvage Pathway
NNAT	nicotinate-nucleotide adenylyltransferase	0.0	1.0 nicrnt_c + 1.0 h_c + 1.0 atp_c -> 1.0 dnad_c + 1.0 ppi_c	(SAP1_RS28345)	Nucleotide Salvage Pathway
NTD10e	5'-nucleotidase (XMP)	0.0	1.0 h2o_e + 1.0 xmp_e -> 1.0 xtsn_e + 1.0 pi_e	(SAP1_RS20990)	Nucleotide Salvage Pathway
NTD11e	5'-nucleotidase (IMP)	0.0	1.0 imp_e + 1.0 h2o_e -> 1.0 ins_e + 1.0 pi_e	(SAP1_RS20990)	Nucleotide Salvage Pathway
NTD12e	5'-nucleotidase (dIMP)	0.0	1.0 h2o_e + 1.0 dimp_e -> 1.0 din_e + 1.0 pi_e	(SAP1_RS20990)	Nucleotide Salvage Pathway
NTD1e	5'-nucleotidase (dUMP)	0.0	1.0 dump_e + 1.0 h2o_e -> 1.0 duri_e + 1.0 pi_e	(SAP1_RS20990)	Nucleotide Salvage Pathway
NTD2e	5'-nucleotidase (UMP)	0.0	1.0 h2o_e + 1.0 ump_e -> 1.0 pi_e + 1.0 uri_e	(SAP1_RS20990)	Nucleotide Salvage Pathway
NTD3e	5'-nucleotidase (dCMP)	0.0	1.0 h2o_e + 1.0 dcmp_e -> 1.0 pi_e + 1.0 dcyt_e	(SAP1_RS20990)	Nucleotide Salvage Pathway
NTD4e	5'-nucleotidase (CMP)	0.0	1.0 cmp_e + 1.0 h2o_e -> 1.0 pi_e + 1.0 cytd_e	(SAP1_RS20990)	Nucleotide Salvage Pathway
NTD5e	5'-nucleotidase (dTMP)	0.0	1.0 h2o_e + 1.0 dtmp_e -> 1.0 thymd_e + 1.0 pi_e	(SAP1_RS20990)	Nucleotide Salvage Pathway
NTD6e	5'-nucleotidase (dAMP)	0.0	1.0 h2o_e + 1.0 damp_e -> 1.0 dad_DASH_2_e + 1.0 pi_e	(SAP1_RS20990)	Nucleotide Salvage Pathway
NTD7e	5'-nucleotidase (AMP)	0.0	1.0 amp_e + 1.0 h2o_e -> 1.0 adn_e + 1.0 pi_e	(SAP1_RS20990)	Nucleotide Salvage Pathway
NTD8e	5'-nucleotidase (dGMP)	0.0	1.0 dgmp_e + 1.0 h2o_e -> 1.0 pi_e + 1.0 dgsn_e	(SAP1_RS20990)	Nucleotide Salvage Pathway
NTD9e	5'-nucleotidase (GMP)	0.0	1.0 h2o_e + 1.0 gmp_e -> 1.0 gsn_e + 1.0 pi_e	(SAP1_RS20990)	Nucleotide Salvage Pathway
NTP1	nucleoside-triphosphatase (ATP)	0.0	1.0 h2o_c + 1.0 atp_c -> 1.0 pi_c + 1.0 h_c + 1.0 adp_c	(SAP1_RS10995)	Nucleotide Salvage Pathway
NTP10	nucleoside-triphosphatase (ITP)	0.0	1.0 h2o_c + 1.0 itp_c -> 1.0 pi_c + 1.0 h_c + 1.0 idp_c	(SAP1_RS10995)	Nucleotide Salvage Pathway
NTP3	nucleoside-triphosphatase (GTP)	0.0	1.0 h2o_c + 1.0 gtp_c -> 1.0 pi_c + 1.0 gdp_c + 1.0 h_c	(SAP1_RS10995)	Nucleotide Salvage Pathway
NTP5	nucleoside-triphosphatase (CTP)	0.0	1.0 ctp_c + 1.0 h2o_c -> 1.0 cdp_c + 1.0 pi_c + 1.0 h_c	(SAP1_RS10995)	Nucleotide Salvage Pathway
NTPP1	Nucleoside triphosphate pyrophosphorylase (dgtp)	0.0	1.0 h2o_c + 1.0 dgtp_c -> 1.0 ppi_c + 1.0 dgmp_c + 1.0 h_c	(SAP1_RS18340)	Nucleotide Salvage Pathway
NTPP10	Nucleoside triphosphate pyrophosphorylase (ditp)	0.0	1.0 ditp_c + 1.0 h2o_c -> 1.0 dimp_c + 1.0 ppi_c + 1.0 h_c	(SAP1_RS26755)	Nucleotide Salvage Pathway
NTPP11	Nucleoside triphosphate pyrophosphorylase (xtp)	0.0	1.0 h2o_c + 1.0 xtp_c -> 1.0 xmp_c + 1.0 ppi_c + 1.0 h_c	(SAP1_RS26755)	Nucleotide Salvage Pathway
NTPP2	Nucleoside triphosphate pyrophosphorylase (gtp)	0.0	1.0 h2o_c + 1.0 gtp_c -> 1.0 ppi_c + 1.0 gmp_c + 1.0 h_c	(SAP1_RS18340)	Nucleotide Salvage Pathway
NTPP3	Nucleoside triphosphate pyrophosphorylase (dctp)	0.0	1.0 h2o_c + 1.0 dctp_c -> 1.0 dcmp_c + 1.0 ppi_c + 1.0 h_c	(SAP1_RS18340)	Nucleotide Salvage Pathway
NTPP4	Nucleoside triphosphate pyrophosphorylase (ctp)	0.0	1.0 ctp_c + 1.0 h2o_c -> 1.0 ppi_c + 1.0 h_c + 1.0 cmp_c	(SAP1_RS18340)	Nucleotide Salvage Pathway
NTPP5	Nucleoside triphosphate pyrophosphorylase (datp)	0.0	1.0 datp_c + 1.0 h2o_c -> 1.0 damp_c + 1.0 ppi_c + 1.0 h_c	(SAP1_RS18340)	Nucleotide Salvage Pathway
NTPP6	Nucleoside triphosphate pyrophosphorylase (atp)	0.0	1.0 h2o_c + 1.0 atp_c -> 1.0 ppi_c + 1.0 h_c + 1.0 amp_c	(SAP1_RS18340)	Nucleotide Salvage Pathway
NTPP7	Nucleoside triphosphate pyrophosphorylase (dttp)	0.0	1.0 h2o_c + 1.0 dttp_c -> 1.0 ppi_c + 1.0 dtmp_c + 1.0 h_c	(SAP1_RS18340)	Nucleotide Salvage Pathway
NTPP8	Nucleoside triphosphate pyrophosphorylase (utp)	0.0	1.0 h2o_c + 1.0 utp_c -> 1.0 ump_c + 1.0 ppi_c + 1.0 h_c	(SAP1_RS18340)	Nucleotide Salvage Pathway
NTPP9	Nucleoside triphosphate pyrophosphorylase (itp)	0.0	1.0 h2o_c + 1.0 itp_c -> 1.0 ppi_c + 1.0 imp_c + 1.0 h_c	(SAP1_RS26755)	Nucleotide Salvage Pathway
NTPTP1	Nucleoside triphosphate tripolyhydrolase	0.0	1.0 h2o_c + 1.0 dgtp_c -> 1.0 dgsn_c + 1.0 pppi_c	(SAP1_RS29350)	Nucleotide Salvage Pathway
NTPTP2	Nucleoside triphosphate tripolyhydrolase	0.0	1.0 h2o_c + 1.0 gtp_c -> 1.0 pppi_c + 1.0 gsn_c	(SAP1_RS29350)	Nucleotide Salvage Pathway
PUNP1	purine-nucleoside phosphorylase (Adenosine)	-1000.0	1.0 pi_c + 1.0 adn_c <=> 1.0 ade_c + 1.0 r1p_c	(SAP1_RS17355)	Nucleotide Salvage Pathway
PUNP2	purine-nucleoside phosphorylase (Deoxyadenosine)	-1000.0	1.0 pi_c + 1.0 dad_DASH_2_c <=> 1.0 2dr1p_c + 1.0 ade_c	(SAP1_RS17355)	Nucleotide Salvage Pathway
PUNP3	purine-nucleoside phosphorylase (Guanosine)	-1000.0	1.0 pi_c + 1.0 gsn_c <=> 1.0 gua_c + 1.0 r1p_c	(SAP1_RS17355)	Nucleotide Salvage Pathway
PUNP4	purine-nucleoside phosphorylase (Deoxyguanosine)	-1000.0	1.0 dgsn_c + 1.0 pi_c <=> 1.0 2dr1p_c + 1.0 gua_c	(SAP1_RS17355)	Nucleotide Salvage Pathway
PUNP5	purine-nucleoside phosphorylase (Inosine)	-1000.0	1.0 pi_c + 1.0 ins_c <=> 1.0 hxan_c + 1.0 r1p_c	(SAP1_RS17355)	Nucleotide Salvage Pathway
PUNP6	purine-nucleoside phosphorylase (Deoxyinosine)	-1000.0	1.0 din_c + 1.0 pi_c <=> 1.0 2dr1p_c + 1.0 hxan_c	(SAP1_RS17355)	Nucleotide Salvage Pathway
PUNP7	purine-nucleoside phosphorylase (Xanthosine)	-1000.0	1.0 pi_c + 1.0 xtsn_c <=> 1.0 xan_c + 1.0 r1p_c	(SAP1_RS17355)	Nucleotide Salvage Pathway
RNDR1	ribonucleoside-diphosphate reductase (ADP)	0.0	1.0 trdrd_c + 1.0 adp_c -> 1.0 dadp_c + 1.0 h2o_c + 1.0 trdox_c	((SAP1_RS15770 and SAP1_RS15765) or (SAP1_RS37830 and SAP1_RS12875) or SAP1_RS22335 or SAP1_RS14660 or SAP1_RS22335 or SAP1_RS14660)	Nucleotide Salvage Pathway
RNDR1c	ribonucleoside-diphosphate reductase (ADP) (mycothiol)	0.0	1.0 adp_c + 2.0 msh_c -> 1.0 dadp_c + 1.0 h2o_c + 1.0 mssg_c	((SAP1_RS15770 and SAP1_RS15765) or SAP1_RS12875)	Nucleotide Salvage Pathway
RNDR2	ribonucleoside-diphosphate reductase (GDP)	0.0	1.0 gdp_c + 1.0 trdrd_c -> 1.0 h2o_c + 1.0 dgdp_c + 1.0 trdox_c	((SAP1_RS15770 and SAP1_RS15765) or (SAP1_RS37830 and SAP1_RS12875) or SAP1_RS22335 or SAP1_RS14660 or SAP1_RS22335 or SAP1_RS14660)	Nucleotide Salvage Pathway
RNDR2c	ribonucleoside-diphosphate reductase (GDP) (mycothiol)	0.0	1.0 gdp_c + 2.0 msh_c -> 1.0 h2o_c + 1.0 dgdp_c + 1.0 mssg_c	((SAP1_RS15770 and SAP1_RS15765) or SAP1_RS12875)	Nucleotide Salvage Pathway
RNDR3	ribonucleoside-diphosphate reductase (CDP)	0.0	1.0 cdp_c + 1.0 trdrd_c -> 1.0 trdox_c + 1.0 h2o_c + 1.0 dcdp_c	((SAP1_RS15770 and SAP1_RS15765) or (SAP1_RS37830 and SAP1_RS12875) or SAP1_RS22335 or SAP1_RS14660 or SAP1_RS22335 or SAP1_RS14660)	Nucleotide Salvage Pathway
RNDR3c	ribonucleoside-diphosphate reductase (CDP) (mycothiol)	0.0	1.0 cdp_c + 2.0 msh_c -> 1.0 h2o_c + 1.0 mssg_c + 1.0 dcdp_c	((SAP1_RS15770 and SAP1_RS15765) or SAP1_RS12875)	Nucleotide Salvage Pathway
RNDR4	ribonucleoside-diphosphate reductase (UDP)	0.0	1.0 udp_c + 1.0 trdrd_c -> 1.0 h2o_c + 1.0 trdox_c + 1.0 dudp_c	((SAP1_RS15770 and SAP1_RS15765) or (SAP1_RS37830 and SAP1_RS12875) or SAP1_RS22335 or SAP1_RS14660 or SAP1_RS22335 or SAP1_RS14660)	Nucleotide Salvage Pathway
RNDR4c	ribonucleoside-diphosphate reductase (UDP) (mycothiol)	0.0	1.0 udp_c + 2.0 msh_c -> 1.0 h2o_c + 1.0 dudp_c + 1.0 mssg_c	((SAP1_RS15770 and SAP1_RS15765) or SAP1_RS12875)	Nucleotide Salvage Pathway
TMDK1	thymidine kinase (ATP:thymidine)	0.0	1.0 atp_c + 1.0 thymd_c -> 1.0 dtmp_c + 1.0 h_c + 1.0 adp_c	(SAP1_RS12640)	Nucleotide Salvage Pathway
TMDPP	thymidine phosphorylase	-1000.0	1.0 pi_c + 1.0 thymd_c <=> 1.0 2dr1p_c + 1.0 thym_c	(SAP1_RS17465)	Nucleotide Salvage Pathway
TMDSf	thymidylate synthase (Flavin-dependent)	0.0	1.0 fmnh2_c + 1.0 dump_c + 1.0 mlthf_c -> 1.0 dtmp_c + 1.0 fmn_c + 1.0 thf_c	(SAP1_RS13175)	Nucleotide Salvage Pathway
UMPK	UMP kinase	-1000.0	1.0 ump_c + 1.0 atp_c <=> 1.0 udp_c + 1.0 adp_c	(SAP1_RS13710)	Nucleotide Salvage Pathway
UPPRT	uracil phosphoribosyltransferase	0.0	1.0 ura_c + 1.0 prpp_c -> 1.0 ump_c + 1.0 ppi_c	(SAP1_RS35365)	Nucleotide Salvage Pathway
XAND	xanthine dehydrogenase	0.0	1.0 h2o_c + 1.0 nad_c + 1.0 xan_c -> 1.0 urate_c + 1.0 nadh_c + 1.0 h_c	((SAP1_RS10910 and SAP1_RS10900) or (SAP1_RS38020 and SAP1_RS08195 and SAP1_RS38025))	Nucleotide Salvage Pathway
ATPS4r	ATP synthase (four protons for one ATP)	-1000.0	4.0 h_e + 1.0 pi_c + 1.0 adp_c <=> 1.0 h2o_c + 3.0 h_c + 1.0 atp_c	((SAP1_RS15055 and SAP1_RS15050 and SAP1_RS15045 and SAP1_RS15040 and SAP1_RS15035 and SAP1_RS15030 and SAP1_RS15025 and SAP1_RS15020 and SAP1_RS15015) or (SAP1_RS15050 and SAP1_RS15045 and SAP1_RS15040 and SAP1_RS15035 and SAP1_RS15030 and SAP1_RS15025 and SAP1_RS15020 and SAP1_RS15015))	Oxidative Phosphorylation
CYO2a	cytochrome bc1c complex (reductase, menaquinol: 2 protons)	0.0	6.0 h_c + 2.0 ficytc_c + 1.0 mql9_c -> 2.0 focytc_c + 6.0 h_e + 1.0 mqn9_c	((SAP1_RS31260 and SAP1_RS31255 and SAP1_RS31265) or SAP1_RS31265)	Oxidative Phosphorylation
CYO2b	cytochrome aa3 oxidase (2 protons)	0.0	2.0 focytc_c + 0.5 o2_c -> 1.0 h2o_c + 2.0 ficytc_c	((SAP1_RS32580 and SAP1_RS31225 and SAP1_RS31230 and SAP1_RS33695) or (SAP1_RS32600 and SAP1_RS31250 and SAP1_RS31230 and SAP1_RS33695))	Oxidative Phosphorylation
CYTBD2	cytochrome oxidase bd (menaquinol-9: 2 protons)	0.0	0.5 o2_c + 2.0 h_c + 1.0 mql9_c -> 1.0 h2o_c + 2.0 h_e + 1.0 mqn9_c	((SAP1_RS22105 and SAP1_RS22100))	Oxidative Phosphorylation
FRD8	fumarate reductase (menaquione-9)	0.0	1.0 fum_c + 1.0 mql9_c -> 1.0 succ_c + 1.0 mqn9_c	((SAP1_RS37635 and SAP1_RS17635 and SAP1_RS16530 and SAP1_RS37630 and SAP1_RS37625))	Oxidative Phosphorylation
